"ko","mean_est","shape","rate","method","prop_positive"
"K01051",375.88017084674,1.89532848885628,0.00504237423481717,"gamma_mle",1
"K01053",5.40983992107791,1.12279162368526,0.109094788249756,"zero_inflated_gamma",0.525641025641026
"K01054",93.662801672287,2.17608478976812,0.0230842499871001,"zero_inflated_gamma",0.993589743589744
"K01055",74.2832722481855,1.97624941060292,0.0262631521290503,"zero_inflated_gamma",0.987179487179487
"K01056",627.708559689346,42.9475772115358,0.0684196137659659,"gamma_mle",1
"K01057",141.884214123796,2.28124501788733,0.0160782158323611,"gamma_mle",1
"K01058",13.5772934364443,1.36671394239712,0.0619456843677897,"zero_inflated_gamma",0.615384615384615
"K01060",127.131549626125,2.3473195732835,0.0183453490482953,"zero_inflated_gamma",0.993589743589744
"K01061",23.286433165045,0.783023033411871,0.0247881895062727,"zero_inflated_gamma",0.737179487179487
"K01062",0,-1,-1,"zero",0
"K01063",0.965679454408585,0.91888544286374,0.0792952429046014,"zero_inflated_gamma",0.0833333333333333
"K01066",388.842558900665,7.18607681434204,0.0184806849195173,"gamma_mle",1
"K01067",98.9326108510349,1.45752782503407,0.0142603351663346,"zero_inflated_gamma",0.967948717948718
"K01069",600.428170556759,26.5056109445146,0.0441445159375796,"gamma_mle",1
"K01070",26.0549675774791,1.09955036045434,0.0346266087213289,"zero_inflated_gamma",0.82051282051282
"K01071",137.582864147623,2.86370494828242,0.0208144013138855,"gamma_mle",1
"K01073",18.943652560526,1.66693119458195,0.065431570580205,"zero_inflated_gamma",0.743589743589744
"K01075",0.220317254188957,-1,-1,"mean_only",0.00641025641025641
"K01077",413.354404788956,7.55381879854235,0.0182744364424979,"gamma_mle",1
"K01078",0.364160750725549,-1,-1,"mean_only",0.00641025641025641
"K01079",177.729988309501,4.18533063432191,0.0235488151106696,"gamma_mle",1
"K01081",115.435017169226,2.3134812568154,0.019912945873167,"zero_inflated_gamma",0.993589743589744
"K01082",86.5179738500571,2.2964562659136,0.0258625193395503,"zero_inflated_gamma",0.974358974358974
"K01083",4.28543035438036,1.31065816450733,0.150959734228727,"zero_inflated_gamma",0.493589743589744
"K01085",6.24426772537176,0.768343890301571,0.0307619693811186,"zero_inflated_gamma",0.25
"K01087",5.13953582847866,1.04982943586508,0.0877293783718554,"zero_inflated_gamma",0.429487179487179
"K01089",83.3033422352007,2.17901767918996,0.0256545948302736,"zero_inflated_gamma",0.980769230769231
"K01090",31.2165686887268,1.5590390172298,0.0428994792411183,"zero_inflated_gamma",0.858974358974359
"K01091",1400.28093752367,35.9813740342794,0.0256958250805804,"gamma_mle",1
"K01092",228.040264034226,5.52090908781936,0.0242102380963335,"gamma_mle",1
"K01093",9.56797958642622,1.49013863790367,0.103828164517803,"zero_inflated_gamma",0.666666666666667
"K01094",0,-1,-1,"zero",0
"K01095",45.4621179292048,1.93057374169055,0.0372934618437928,"zero_inflated_gamma",0.878205128205128
"K01096",82.9653576087834,2.11855310859597,0.0252080173169153,"zero_inflated_gamma",0.987179487179487
"K01097",0,-1,-1,"zero",0
"K01101",103.272746567748,2.55325135664997,0.0245648967911372,"zero_inflated_gamma",0.993589743589744
"K01102",0,-1,-1,"zero",0
"K01103",0.223315968016761,2.48723437334342,0.142791491599366,"zero_inflated_gamma",0.0128205128205128
"K01104",1311.32523439571,38.6860618390447,0.0295015003328844,"gamma_mle",1
"K01111",0,-1,-1,"zero",0
"K01113",37.0096118453624,0.925767747556441,0.0211659053197615,"zero_inflated_gamma",0.846153846153846
"K01114",3.72527161980056,1.20440975116454,0.109841787162014,"zero_inflated_gamma",0.33974358974359
"K01115",0,-1,-1,"zero",0
"K01118",50.5693330159517,1.94272120227281,0.0369394066447802,"zero_inflated_gamma",0.961538461538462
"K01119",229.699754660551,3.09179119413128,0.0134601414733782,"gamma_mle",1
"K01120",0,-1,-1,"zero",0
"K01121",7.70432001910158,0.697129576621499,0.0301618475043042,"zero_inflated_gamma",0.333333333333333
"K01125",40.9535616355562,1.7263847746602,0.0402631352519594,"zero_inflated_gamma",0.955128205128205
"K01126",782.373427567407,15.6639693165355,0.0200210906513513,"gamma_mle",1
"K01128",0,-1,-1,"zero",0
"K01129",560.1852758526,21.7653008830432,0.0388537539654474,"gamma_mle",1
"K01130",181.57931353072,1.73572707393565,0.00949778135405122,"zero_inflated_gamma",0.993589743589744
"K01131",2.94946403583398,1.60405185567318,0.181281733018275,"zero_inflated_gamma",0.333333333333333
"K01132",31.0450663742779,1.05530582651268,0.0302883730126483,"zero_inflated_gamma",0.891025641025641
"K01133",144.586245885189,1.44018896284735,0.00989690944360334,"zero_inflated_gamma",0.993589743589744
"K01134",142.484710569171,1.44742643395566,0.0100282316544323,"zero_inflated_gamma",0.987179487179487
"K01135",20.5762455563118,1.1224706761527,0.0437113565460777,"zero_inflated_gamma",0.801282051282051
"K01136",15.7571943139233,1.61763116981263,0.0697560504191599,"zero_inflated_gamma",0.67948717948718
"K01137",85.9115784964766,1.06590629939849,0.0120093548973559,"zero_inflated_gamma",0.967948717948718
"K01138",475.197648097613,4.63570121407327,0.00975531177949143,"gamma_mle",1
"K01139",14.945503489488,0.996427504300221,0.0423102657148753,"zero_inflated_gamma",0.634615384615385
"K01141",5.70240272882429,0.801969460129195,0.0522881576050333,"zero_inflated_gamma",0.371794871794872
"K01142",546.916674603399,29.9938165217499,0.0548416567176348,"gamma_mle",1
"K01143",2.52683524968058,0.859531947438097,0.0283467876647529,"zero_inflated_gamma",0.0833333333333333
"K01144",545.809910550436,5.8195387888291,0.0106622079891518,"gamma_mle",1
"K01146",3.35237868516324,0.591577603232454,0.0328043964907589,"zero_inflated_gamma",0.185897435897436
"K01147",8.49729665386732,1.22053566121736,0.110490856539005,"zero_inflated_gamma",0.769230769230769
"K01150",9.01875167064916,1.40567867686459,0.0679397496812184,"zero_inflated_gamma",0.435897435897436
"K01151",534.112446825624,26.1104066304588,0.0488855985020383,"gamma_mle",1
"K01152",0.920066652694784,2.45302695623879,0.307631594998804,"zero_inflated_gamma",0.115384615384615
"K01153",936.504498075806,9.77832481949368,0.0104413004311082,"gamma_mle",1
"K01154",779.255596104552,6.00340911780532,0.0077040308055739,"gamma_mle",1
"K01155",285.368368898906,3.03205830496549,0.0106250679311961,"gamma_mle",1
"K01156",250.276841295535,2.460422348077,0.00983080310323899,"gamma_mle",1
"K01159",517.223460621397,19.2969122064329,0.0373086560753633,"gamma_mle",1
"K01160",27.1833587751159,1.18940834561799,0.0274871265331343,"zero_inflated_gamma",0.628205128205128
"K01163",277.713249544223,3.29209808687076,0.0117783177409594,"zero_inflated_gamma",0.993589743589744
"K01165",0.13042490644337,5.4928275240844,1.07986837198103,"zero_inflated_gamma",0.0256410256410256
"K01166",0,-1,-1,"zero",0
"K01167",3.72073802291237,1.36740411877879,0.0777422548447542,"zero_inflated_gamma",0.211538461538462
"K01169",3.27485962170087,0.544216179903843,0.0330229492015423,"zero_inflated_gamma",0.198717948717949
"K01170",0.423279626333359,-1,-1,"mean_only",0.00641025641025641
"K01173",215.519689681586,1.82770807333748,0.0084261071395717,"zero_inflated_gamma",0.993589743589744
"K01174",29.7153428563348,1.12448467819744,0.0278962636380303,"zero_inflated_gamma",0.737179487179487
"K01175",22.1499629931697,1.19993670940183,0.042713567704072,"zero_inflated_gamma",0.788461538461538
"K01176",681.328232304125,3.26172766485759,0.00478730736553663,"gamma_mle",1
"K01178",17.6239532344702,1.3628333376766,0.0609705243650728,"zero_inflated_gamma",0.788461538461538
"K01179",489.221594693454,2.03884256428103,0.00416752364653602,"gamma_mle",1
"K01180",0.845341320896419,4.43821524461289,0.302896443327028,"zero_inflated_gamma",0.0576923076923077
"K01181",444.018122180814,11.0343830251177,0.0248511997008632,"gamma_mle",1
"K01182",373.85421303958,4.6825792379687,0.0125251477036931,"gamma_mle",1
"K01183",115.086728879374,2.23138243029021,0.0193887032155463,"gamma_mle",1
"K01184",17.8552977542194,1.32141308546419,0.0602491090276477,"zero_inflated_gamma",0.814102564102564
"K01185",386.175585954672,3.20312223002993,0.00829447108136428,"gamma_mle",1
"K01186",192.808337064902,2.0936910236603,0.010789315228908,"zero_inflated_gamma",0.993589743589744
"K01187",1281.90690091988,20.467655961402,0.0159665697615908,"gamma_mle",1
"K01188",5.88896060487464,2.05192675059531,0.0893426021256951,"zero_inflated_gamma",0.256410256410256
"K01189",1.18185341114611,1.30754563223986,0.170207967080591,"zero_inflated_gamma",0.153846153846154
"K01190",3065.89526013732,16.0989457289333,0.00525097707617455,"gamma_mle",1
"K01191",422.744018087264,5.56286349379718,0.0131589407674336,"gamma_mle",1
"K01192",228.058274550912,4.11612560250257,0.0180485694308088,"gamma_mle",1
"K01193",540.394713298668,5.42722668173526,0.0100430787869971,"gamma_mle",1
"K01194",20.8441435282783,1.05886070262474,0.0394017533164947,"zero_inflated_gamma",0.775641025641026
"K01195",238.0991291841,4.39183379220557,0.0184454004819554,"gamma_mle",1
"K01196",0.315002386531633,-1,-1,"mean_only",0.00641025641025641
"K01197",97.7801992963356,1.35372963340591,0.0136671241713802,"zero_inflated_gamma",0.987179487179487
"K01198",615.060792702236,6.46458766704798,0.0105104857011714,"gamma_mle",1
"K01200",588.486687169446,6.21384027717061,0.0105590158837041,"gamma_mle",1
"K01201",166.904336781581,3.43230702694124,0.0205645167353135,"gamma_mle",1
"K01202",3.92599421771686,1.41971634151157,0.162265191744194,"zero_inflated_gamma",0.448717948717949
"K01204",0.458353195000947,1.63564686419772,0.160126320430303,"zero_inflated_gamma",0.0448717948717949
"K01205",105.87736425361,1.61901821770552,0.0152914480740893,"gamma_mle",1
"K01206",655.947859463011,6.36129453470508,0.00969786613819082,"gamma_mle",1
"K01207",532.538026874517,6.80537034230061,0.0127791256189564,"gamma_mle",1
"K01208",105.032690496095,2.58630027264412,0.024465920206415,"zero_inflated_gamma",0.993589743589744
"K01209",1001.80602450997,8.44418301499832,0.00842896010645247,"gamma_mle",1
"K01210",142.833394381537,1.28276299600146,0.00898083393982035,"gamma_mle",1
"K01212",1.58123933481478,2.37424369667583,0.125125676444691,"zero_inflated_gamma",0.0833333333333333
"K01213",171.706172644433,4.05911036431101,0.0236398628063102,"gamma_mle",1
"K01214",279.118073499232,2.60456174582213,0.00933139768833095,"gamma_mle",1
"K01215",29.6563118113051,1.49777939395742,0.0462958594850485,"zero_inflated_gamma",0.916666666666667
"K01216",62.2754825232213,1.16843621697401,0.0175596625697428,"zero_inflated_gamma",0.935897435897436
"K01218",192.533391203802,2.45834357228124,0.0127684011428388,"gamma_mle",1
"K01219",10.3528540935194,1.02849189593009,0.0592241901564705,"zero_inflated_gamma",0.596153846153846
"K01220",80.4663272790769,1.0763286306763,0.0107180586240844,"zero_inflated_gamma",0.801282051282051
"K01222",49.1078793787185,1.62562228510777,0.0316176897686253,"zero_inflated_gamma",0.955128205128205
"K01223",549.265941173269,3.65375477535093,0.00665206870017513,"gamma_mle",1
