"reaction","out_degree","in_degree","abundance"
"R03132",0,2,22.5537128649109
"R01493",26,27,0.188696971730514
"R01494",2,7,0.188696971730514
"R06518",2,0,0.188696971730514
"R06528",1,3,0.188696971730514
"R02541",6,6,0.519861205909366
"R04813",0,0,0.697219574654418
"R04809",0,0,0.697219574654418
"R09698",5,4,6.25083445258286
"R07935",0,1,6.25083445258286
"R07951",0,1,6.25083445258286
"R04263",2,1,0.0775500821402455
"R08721",0,0,0.0775500821402455
"R08723",0,0,0.0775500821402455
"R08724",0,0,0.0775500821402455
"R08728",0,0,0.0775500821402455
"R04264",88,89,0.0775500821402455
"R00293",0,15,0.670461440485639
"R04265",1,2,2.13805636316167
"R04266",0,1,0.179577183878144
"R07501",0,0,1.13568536657002
"R10709",1,0,1.13568536657002
"R10710",0,0,1.13568536657002
"R08528",0,8,1.52303726080641
"R05744",55,57,2.41082363598051
"R10303",5,5,5.60337854626446
"R02261",4,1,2.77530593096089
"R03774",2,0,3.79577995885051
"R00193",57,56,178.443602993444
"R09660",0,8,178.443602993444
"R11223",7,7,1.30873011704581
"R12206",8,8,1.30873011704581
"R12187",9,9,1.30873011704581
"R12200",7,7,1.30873011704581
"R12211",11,12,1.30873011704581
"R10906",20,22,2.36318100535155
"R11204",24,21,3.18659817656593
"R11205",24,21,3.18659817656593
"R11938",21,19,155.488483761805
"R11937",21,19,41.7303354200377
"R10460",0,5,169.999404610565
"R10140",1,1,98.2395465174054
"R10141",1,1,38.6448515718059
"R10100",2,1,35.208841702294
"R09600",0,2,1.17616127876145
"R00486",21,1,0.252511179276858
"R01267",7,2,0.252511179276858
"R04231",1,18,254.881332610019
"R08937",1,1,114.322545649455
"R10525",28,32,0.324987821341377
"R08946",6,26,0.324987821341377
"R11306",6,37,0.324987821341377
"R08947",39,36,10.213462448983
"R08962",88,85,113.658139749736
"R08967",89,86,113.658139749736
"R08968",2,5,113.658139749736
"R08956",10,5,0.149139137133534
"R08970",1,1,23.3566869924905
"R08981",0,1,0.700243593919744
"R00557",11,9,0.0966303746442793
"R00558",1,7,0.0966303746442793
"R00111",5,1,0.0966303746442793
"R02640",6,5,2.08831093850847
"R01399",7,7,50.2140676045281
"R04452",3,1,14.3749994771489
"R09722",2,2,2.12120360995728
"R06439",0,1,0.984163760142471
"R06427",0,1,0.361960709645651
"R05526",0,2,7.78144923521027
"R10104",160,158,0.0828876067363064
"R09470",4,2,0.0828876067363064
"R11878",0,0,27.7041999768685
"R04603",48,47,5.14417680641541
"R05931",0,0,5.14417680641541
"R07336",49,46,5.14417680641541
"R01318",12,3,0.581683172575546
"R03438",1,3,0.581683172575546
"R04480",8,1,0.581683172575546
"R03437",3,2,0.556504057811094
"R03804",0,0,54.9566124274163
"R00269",32,0,54.9566124274163
"R00348",19,1,54.9566124274163
"R11207",5,5,66.2915036433845
"R03337",88,87,0.751230358568325
"R03339",92,92,0.751230358568325
"R03373",0,1,0.751230358568325
"R12252",1,0,0.751230358568325
"R01370",8,7,0.751230358568325
"R01371",8,7,0.751230358568325
"R11507",0,0,0.126818408895384
"R07796",0,2,9.98403187833909
"R12492",3,3,9.98403187833909
"R12493",0,0,9.98403187833909
"R02203",0,0,0.842792661824404
"R01249",8,2,0.842792661824404
"R04343",51,47,0.368849752216267
"R05191",1,2,0.368849752216267
"R11703",24,22,6.06822183794323
"R11704",2,2,6.06822183794323
"R05164",1,1,15.8771669791539
"R09663",12,15,2.39224370600841
"R10134",3,4,0.603801820286714
"R07650",4,2,1.94993262192255
"R09080",1,7,0.733977937553027
"R09079",1,11,0.733977937553027
"R09082",0,1,177.918995926139
"R09081",6,1,177.918995926139
"R01234",8,1,0.135568369742058
"R02085",4,5,0.831810144383985
"R02061",5,6,184.078379653116
"R08058",3,11,0.0397834914533225
"R02526",0,0,0.614165504459669
"R09097",14,16,22.0140573543743
"R08944",41,35,17.0245451194664
"R09482",17,5,2.81349956432514
"R11019",0,1,0.308540066549402
"R04455",3,4,0.189138524998348
"R03540",1,2,4.40432411009068
"R10000",10,19,1.21179057590771
"R10016",14,12,4.8267155011293
"R09124",4,4,4.8267155011293
"R10095",0,0,40.2060518474284
"R08433",3,58,25.9819989375764
"R10243",79,82,38.8324004321773
"R01021",6,5,0.888133669884302
"R01468",2,3,0.888133669884302
"R00716",10,6,0.139157321065447
"R02313",3,5,0.139157321065447
"R03771",3,3,44.8258302491435
"R02429",2,2,3.89222398163249
"R00748",12,1,0.792074451766855
"R08618",24,25,3.85640336591953
"R09484",101,101,0.111701443416548
"R09485",105,106,0.111701443416548
"R00821",3,1,0.393643999269184
"R04122",2,1,0.00638005499777273
"R01842",0,5,0.00638005499777273
"R02354",0,4,0.00638005499777273
"R02355",0,4,0.00638005499777273
"R02356",6,5,0.00638005499777273
"R02503",0,3,0.00638005499777273
"R03088",0,2,0.00638005499777273
"R03089",2,2,0.00638005499777273
"R03090",0,2,0.00638005499777273
"R03408",5,1,0.00638005499777273
"R03629",0,0,0.00638005499777273
"R04121",1,9,0.00638005499777273
"R03697",1,0,0.00638005499777273
"R05259",0,0,0.00638005499777273
"R07000",1,0,0.00638005499777273
"R07001",2,0,0.00638005499777273
"R07021",2,0,0.00638005499777273
"R07022",2,0,0.00638005499777273
"R07042",1,1,0.00638005499777273
"R07043",3,0,0.00638005499777273
"R07044",0,1,0.00638005499777273
"R07045",0,1,0.00638005499777273
"R07046",7,3,0.00638005499777273
"R07048",1,4,0.00638005499777273
"R07050",1,4,0.00638005499777273
"R07051",1,4,0.00638005499777273
"R07052",1,4,0.00638005499777273
"R07054",0,4,0.00638005499777273
"R07055",3,4,0.00638005499777273
"R07056",3,4,0.00638005499777273
"R07079",0,0,0.00638005499777273
"R07080",0,0,0.00638005499777273
"R07081",1,0,0.00638005499777273
"R07085",0,0,0.00638005499777273
"R07087",0,0,0.00638005499777273
"R07098",0,1,0.00638005499777273
"R07099",2,0,0.00638005499777273
"R07939",3,1,0.00638005499777273
"R07943",4,1,0.00638005499777273
"R07945",0,2,0.00638005499777273
"R08265",0,1,0.00638005499777273
"R08267",0,0,0.00638005499777273
"R08270",0,0,0.00638005499777273
"R08286",2,0,0.00638005499777273
"R08287",2,0,0.00638005499777273
"R08293",1,0,0.00638005499777273
"R08294",0,0,0.00638005499777273
"R08312",0,0,0.00638005499777273
"R08343",2,0,0.00638005499777273
"R08344",0,0,0.00638005499777273
"R08345",1,1,0.00638005499777273
"R08390",0,1,0.00638005499777273
"R08391",0,1,0.00638005499777273
"R08392",0,1,0.00638005499777273
"R09404",0,0,0.00638005499777273
"R09405",1,0,0.00638005499777273
"R09406",0,1,0.00638005499777273
"R09407",0,0,0.00638005499777273
"R09408",1,0,0.00638005499777273
"R09416",0,0,0.00638005499777273
"R09418",0,0,0.00638005499777273
"R09421",0,0,0.00638005499777273
"R09423",0,0,0.00638005499777273
"R09424",0,1,0.00638005499777273
"R09425",0,1,0.00638005499777273
"R09442",0,0,0.00638005499777273
"R00106",86,87,0.00638005499777273
"R05102",86,87,0.00638005499777273
"R08539",86,87,0.00638005499777273
"R08551",86,87,0.00638005499777273
"R10652",80,79,187.652775745414
"R10653",78,78,187.652775745414
"R10654",69,67,187.652775745414
"R09291",10,13,0.0461339004176978
"R09289",6,6,16.6321854748547
"R00740",13,11,0.352696098041765
"R09283",0,0,1.61397870475582
"R11950",4,4,9.40859280587557
"R10782",8,12,24.1339008374607
"R03031",9,0,24.1339008374607
"R07575",0,0,0.486938425014409
"R09374",3,0,0.0940104325452865
"R09375",0,2,16.4208533581862
"R09376",0,2,16.4208533581862
"R07640",120,118,3.2874580311925
"R00436",9,11,3.2874580311925
"R03114",0,0,2.47972669914786
"R08979",0,0,21.5665068183339
"R06390",0,0,21.5665068183339
"R06392",0,0,21.5665068183339
"R06391",0,0,21.5665068183339
"R06393",0,0,21.5665068183339
"R06398",0,0,0.0656161239653965
"R09385",0,0,0.0656161239653965
"R09389",0,0,0.0656161239653965
"R09393",0,0,0.0656161239653965
"R09401",0,9,4.1118098363349
"R05554",3,1,8.56198777521637
"R09280",7,11,11.9711312916393
"R02289",17,2,12.8504014946009
"R03793",4,3,1.90645436511022
"R07664",3,2,1.90645436511022
"R04160",1,0,1.90645436511022
"R00733",12,9,0.410702774819943
"R00606",11,5,0.17345530079661
"R00595",69,67,0.309833961506227
"R09126",1,1,1.84033351613031
"R07984",1,1,2.91825873111097
"R09472",8,0,0.178288438770247
"R01684",39,34,13.8518508837765
"R02600",0,3,2.9547943200954
"R10552",78,78,0.346929300958519
"R00601",71,69,44.1828735716497
"R09545",84,85,3.92567950923175
"R09550",22,27,0.345711158033631
"R09555",0,4,0.487723659946477
"R09554",0,0,0.389942042812313
"R09557",140,141,9.71358432703492
"R01967",3,4,1.57727509968134
"R02321",15,16,22.2912825729407
"R01666",5,2,23.4662751799622
"R09622",92,90,0.641476208106748
"R09634",67,58,46.6217661067647
"R09651",27,33,1.98253085833205
"R09591",17,18,0.185140549738619
"R09530",29,31,46.6822874943965
"R05326",6,4,85.6738638247075
"R09632",3,1,21.0652508208977
"R09740",70,68,0.0703934570562404
"R09741",70,67,0.0703934570562404
"R11583",0,1,0.431015108889934
"R01627",8,8,5.15425612517208
"R09772",0,1,5.13546127882843
"R03203",86,87,2.71929332384822
"R02836",2,1,2.71929332384822
"R03848",0,1,2.71929332384822
"R04758",0,0,2.71929332384822
"R04840",1,0,2.71929332384822
"R09588",101,97,1.3142182576817
"R09800",1,0,0.132591920690132
"R09801",3,1,0.330958486945874
"R03397",6,4,1.69477454487311
"R03399",6,4,1.69477454487311
"R10649",81,80,172.845620502874
"R10650",79,79,172.845620502874
"R10651",69,67,172.845620502874
"R09837",1,1,18.2857214071131
"R02794",2,5,1.00212983180931
"R04580",54,54,1.00212983180931
"R04507",55,55,1.00212983180931
"R08733",1,1,1.00212983180931
"R08738",1,2,1.00212983180931
"R08743",0,2,1.00212983180931
"R12109",1,1,5.75898092002014
"R12110",1,1,5.75898092002014
"R11539",3,5,4.22625659605491
"R07295",3,5,4.22625659605491
"R11565",2,2,0.795028456835639
"R07318",0,0,0.795028456835639
"R11566",2,2,0.795028456835639
"R09730",0,4,0.421645887400588
"R10412",1,0,0.270103353716616
"R09697",3,21,22.8303395371841
"R09825",1,3,9.32836582755545
"R09842",1,1,3.28997401795259
"R09834",1,1,1.47324819496808
"R09841",1,1,13.8101294387055
"R09843",0,1,11.4342163737275
"R04529",1,1,2.94489402669483
"R10266",1,21,9.80832807479187
"R10099",2,1,19.1455693088518
"R10188",48,47,16.1621020063345
"R10184",17,18,44.487857502005
"R11543",14,13,8.52269066178871
"R09860",0,1,2.92558866361815
"R09953",4,4,7.10499055161086
"R09954",4,4,108.775573039116
"R09883",2,0,16.3954268886428
"R02643",1,1,1.72933816746899
"R01834",6,2,1.72933816746899
"R04827",1,0,1.72933816746899
"R10852",89,89,41.1101430798746
"R10851",2,2,41.1101430798746
"R03758",2,3,41.1101430798746
"R09945",1,3,0.582158623852584
"R09994",2,2,88.0729856466789
"R11530",1,16,114.573205372873
"R03868",1,1,0.133800663302572
"R05579",3,5,0.785028182040852
"R10014",7,7,1.70100212086628
"R09998",4,5,1.70100212086628
"R10015",16,13,0.620945056052734
"R09999",4,4,0.620945056052734
"R10010",0,5,2.12221111032785
"R09943",18,22,154.640718511554
"R01445",3,1,25.3915541788826
"R10810",2,2,25.3915541788826
"R09946",114,105,17.3465948603588
"R09932",86,87,1.68762518665079
"R03315",2,1,260.089828607049
"R01055",12,13,85.339361917087
"R06633",1,0,105.469588715471
"R05518",2,5,0.202609924881447
"R06428",6,5,0.202609924881447
"R11034",2,2,0.202609924881447
"R06426",1,0,3.53140823024872
"R07839",3,5,3.82277911857973
"R04478",3,4,0.126044556452891
"R10123",1,4,0.0300267059925324
"R06531",1,3,2.65670949808207
"R10113",82,82,2.17049411779866
"R10142",90,88,5.77489784776205
"R09720",3,2,0.251509127395855
"R03444",2,2,0.251509127395855
"R04371",3,3,0.251509127395855
"R10391",0,0,0.251509127395855
"R10392",1,0,0.251509127395855
"R10393",0,1,0.251509127395855
"R10394",0,0,0.251509127395855
"R10395",1,0,0.251509127395855
"R10396",0,1,0.251509127395855
"R03925",1,1,13.82750255737
"R05693",3,3,7.38514963428362
"R07137",4,5,4.43888351948457
"R07633",62,0,14.9091640341862
"R10815",1,1,1.0773563974811
"R00961",6,10,1.0773563974811
"R10235",2,2,1.0773563974811
"R01310",7,9,0.296749391598564
"R02051",7,5,0.296749391598564
"R07385",0,1,0.296749391598564
"R12425",5,5,1.32527483584524
"R10175",5,5,0.228010275287004
"R10172",71,62,0.333814021498419
"R02987",0,0,0.716302879323395
"R01667",5,3,8.48838092709025
"R10056",13,12,0.250288663555902
"R09510",10,9,0.250288663555902
"R09511",13,12,0.250288663555902
"R07177",1,2,10.8797301668778
"R09997",4,3,0.0772019444255812
"R10001",7,7,0.0772019444255812
"R10528",95,96,91.8672419783284
"R01440",26,18,0.0316055081981329
"R06862",29,27,0.0316055081981329
"R04520",3,0,0.911262753453698
"R01283",15,10,0.283706320906237
"R08633",25,26,0.283706320906237
"R10152",2,15,7.07612625841555
"R12096",0,0,0.456232236687426
"R12097",0,0,0.456232236687426
"R09499",14,14,0.448659599686
"R10059",11,9,2.71005875673848
"R09521",96,95,2.71005875673848
"R09522",87,88,2.71005875673848
"R10330",0,1,27.4872271644802
"R10407",1,0,5.90367091033023
"R10408",2,1,0.891158988167885
"R10344",0,0,2.05567488237136
"R10345",0,0,2.05567488237136
"R11180",2,2,128.847092728646
"R04527",3,2,14.5192471958055
"R09756",0,0,0.27062467162435
"R10399",0,0,0.27062467162435
"R10400",0,0,0.27062467162435
"R00977",12,12,11.4014271569584
"R01414",90,91,11.4014271569584
"R11026",9,10,11.4014271569584
"R02243",3,3,6.78296206484651
"R08678",11,1,2.07431878744048
"R11946",2,1,2.07431878744048
"R11947",15,13,2.07431878744048
"R02395",82,82,6.85812249255931
"R07346",8,2,29.9226446950721
"R09477",3,2,0.350004040905131
"R09989",87,88,0.106921380743836
"R09990",1,1,0.106921380743836
"R02553",82,82,2.32196536788885
"R02229",2,1,2.32196536788885
"R00041",65,64,0.229269949680496
"R10267",168,169,341.604428927354
"R10268",177,179,341.604428927354
"R10280",1,1,335.229182990256
"R10281",1,1,335.229182990256
"R09480",12,14,0.517906289705656
"R09590",88,85,157.799804335238
"R09833",0,0,0.111919252431707
"R07143",6,6,4.39367834283276
"R07144",6,6,4.39367834283276
"R01869",4,4,689.838624448513
"R09738",14,19,0.166818048778507
"R10325",0,1,1.31112311668216
"R10326",0,1,1.31112311668216
"R10331",0,1,1.31112311668216
"R03027",10,14,28.4345826070839
"R10517",82,82,627.316286755831
"R07171",116,116,12.0233777784912
"R05716",89,90,0.0575323126796141
"R06289",82,82,0.0575323126796141
"R05715",84,84,0.0575323126796141
"R10464",20,17,7.33515144165493
"R02461",5,4,14.1855700993467
"R11229",29,19,1.36526961781032
"R10279",3,3,8.15672899762683
"R09797",2,2,4.51973218451311
"R12769",3,3,4.51973218451311
"R12770",3,3,4.51973218451311
"R07634",62,3,4.80983418116182
"R07181",86,87,441.575624655446
"R10390",15,2,90.1106017574486
"R09508",82,82,11.2563900420523
"R03349",1,1,45.6805479755277
"R10564",8,1,79.9517034726259
"R03030",9,1,46.1844604705479
"R09125",1,1,0.956686582413626
"R09473",1,4,1.79516676060886
"R05275",0,0,7.35646008527935
"R01039",9,7,9.72826296350059
"R10343",97,100,59.5692543072683
"R00471",83,83,0.0174084618213207
"R00469",67,70,0.407111291470101
"R05771",0,0,1.07161696477351
"R03874",23,21,0.266860319672831
"R10575",31,28,0.608893628714637
"R10346",1,1,46.2574056876783
"R10579",1,1,66.5661100643202
"R10660",19,23,9.47144156472476
"R11449",0,0,5.663682388947
"R11525",0,0,5.663682388947
"R11526",0,0,5.663682388947
"R10555",4,3,5.16737039988516
"R10597",1,6,3.81324245778847
"R10668",1,1,0.0792224670488052
"R10667",2,1,32.0962094347918
"R00406",29,28,0.147182962688542
"R03154",1,1,0.147182962688542
"R02490",4,4,0.600454759976637
"R02491",5,5,0.600454759976637
"R03688",0,0,15.2693800536774
"R03942",0,0,0.0734460621061696
"R10788",0,2,0.0734460621061696
"R10995",0,2,0.0734460621061696
"R00589",22,18,18.4341410376704
"R02450",4,3,14.5585518576002
"R07222",1,1,0.409168507315939
"R07294",3,1,0.409168507315939
"R09960",1,3,0.0562182000570241
"R05864",2,1,0.0562182000570241
"R10419",96,96,7.74329747688639
"R10438",99,100,7.74329747688639
"R09717",43,37,3.307130130115
"R09718",42,36,3.307130130115
"R07312",3,2,7.81418875478095
"R10187",1,2,28.393035888101
"R10304",1,1,55.7783245947981
"R10182",0,1,69.879005201276
"R09879",77,73,8.40927631614282
"R09880",77,73,8.40927631614282
"R00138",69,68,15.7994700764689
"R10617",2,3,1.53542622124246
"R09876",0,2,37.8895084739138
"R10970",90,87,14.8755632765971
"R10765",1,1,38.5609985573606
"R09647",0,0,2.00670335975616
"R09648",4,4,2.00670335975616
"R02745",4,1,7.75946993605062
"R03415",1,2,7.75946993605062
"R10867",1,2,201.162161248901
"R01712",6,4,0.63730004522847
"R07674",1,0,40.8790369975568
"R10519",94,97,3.45595562026116
"R10547",0,0,4.84880996632126
"R01441",92,87,15.4277464369415
"R09942",9,2,52.7001695425735
"R10659",12,9,2.2920361866765
"R10769",0,1,2.36181747844795
"R10770",53,54,2.41962733062012
"R09643",54,55,280.980800792711
"R10614",82,85,12.8683437210908
"R02084",20,20,5.43587666176961
"R11621",16,15,15.8773180330981
"R11614",16,15,15.8773180330981
"R09941",17,21,4.37181197956695
"R10811",1,1,116.210190050119
"R10829",6,4,116.210190050119
"R10832",8,6,3.23523287577992
"R10432",51,49,4.63124037756814
"R08768",1,1,2.21192265010666
"R04987",1,1,2.21192265010666
"R09729",88,85,1.61345546072326
"R01192",1,11,0.143109348057004
"R10658",70,68,0.593852466210025
"R10657",89,86,0.593852466210025
"R07248",5,5,0.155152995907716
"R02191",91,89,0.356947548525204
"R03903",0,1,0.356947548525204
"R10785",108,102,110.374856091278
"R09595",99,95,36.5045082553813
"R09611",69,67,0.0617135165795397
"R09612",69,67,0.0617135165795397
"R09613",69,67,0.0617135165795397
"R10060",4,22,4.57222170806691
"R00367",30,25,4.57222170806691
"R07243",77,74,4.97817441223576
"R10061",2,6,0.405952704168846
"R07244",2,4,0.405952704168846
"R10817",13,10,19.4330993741462
"R10818",1,1,19.4330993741462
"R01169",2,4,0.0592250683303647
"R10523",73,70,0.0592250683303647
"R10524",69,67,0.0592250683303647
"R04436",70,68,0.0592250683303647
"R11013",0,2,3.9102664209312
"R05746",82,82,0.147524737884632
"R10836",38,40,0.0978393691072657
"R10837",17,18,0.0978393691072657
"R10838",25,26,0.0978393691072657
"R10846",1,0,0.242001383009937
"R10847",6,1,4.55838321479813
"R11083",5,6,4.55838321479813
"R10850",1,14,28.2124006767926
"R10601",0,0,0.375068250542844
"R10665",89,90,39.9796537543115
"R12552",2,2,39.9796537543115
"R12553",3,3,39.9796537543115
"R09536",9,5,0.0913661389520522
"R09537",1,3,0.0913661389520522
"R10190",2,3,56.1630240614384
"R08194",86,87,48.6728457144235
"R07515",1,0,0.316757442364882
"R10102",4,1,19.0401226304919
"R07262",2,1,78.3316981722764
"R11090",92,89,72.6659987228624
"R07279",7,8,1.90289818479333
"R10917",0,0,5.35008712252575
"R07985",0,1,0.812237781515094
"R10255",0,0,0.0143860110599598
"R10441",34,29,0.0143860110599598
"R00318",26,0,0.377818411241584
"R11001",78,79,0.328831722670085
"R00126",2,69,7.41232546717136
"R01618",2,6,7.41232546717136
"R00029",8,6,1.19793038316712
"R11394",3,3,5.28337716392499
"R11395",1,1,3.42536178665564
"R11031",10,3,0.0362679265302003
"R11032",10,3,0.0362679265302003
"R02144",0,0,0.191580221033876
"R11038",0,0,62.0758319197621
"R01669",23,31,0.0872620083013596
"R03361",1,3,2.31259117703471
"R10938",0,0,179.004818227271
"R11186",6,6,5.57906392508271
"R10422",84,84,0.889654910237246
"R10423",88,89,0.889654910237246
"R00305",20,24,0.176086875858409
"R10153",34,36,1.30560253931256
"R10602",8,8,2.37958090120718
"R06423",1,0,39.3087199072845
"R05283",0,1,4.48053433014981
"R08195",35,32,0.686579572869247
"R08196",35,32,0.686579572869247
"R10554",5,5,29.6173055683563
"R11075",5,6,1.83351961781918
"R11076",1,1,12.7034385928885
"R10484",58,60,0.817149028504617
"R10285",20,19,54.9204933001287
"R11171",14,8,1.79646413922649
"R08201",120,114,0.858468883217221
"R09798",32,32,0.314394567230316
"R04553",17,17,1.70340061596375
"R11095",4,4,5.05361081934221
"R10512",100,101,0.0711095207420173
"R10306",70,68,0.107937792685865
"R04481",69,67,0.107937792685865
"R08468",69,67,0.107937792685865
"R08469",70,68,0.107937792685865
"R11193",69,67,0.236900273321459
"R04404",1,1,0.105341080524934
"R09827",0,0,0.105341080524934
"R00346",29,32,0.26893591368489
"R09475",44,50,4.87646399351042
"R10963",0,0,0.221440037600082
"R02773",6,5,7.07402628087246
"R02772",142,139,7.07402628087246
"R01720",1,4,42.8614756016927
"R03164",1,2,0.549420951671377
"R03908",1,0,1.93492787690801
"R03070",1,1,10.3564964114678
"R03069",1,1,2.75057464297794
"R01355",67,1,9.75237985263478
"R09509",1,1,7.49035931679886
"R08936",18,6,8.13695439024612
"R02963",5,5,1.26453641602956
"R11078",3,2,1.11101019582877
"R06988",0,0,0.224001543941425
"R09284",0,0,0.224001543941425
"R09683",19,22,3.36692988229966
"R10051",0,0,6.48411965107637
"R10695",1,1,70.1594039351408
"R04194",18,5,0.454990767583382
"R11209",2,2,21.70313605094
"R11208",5,5,21.70313605094
"R04950",1,58,9.51338876446128
"R10972",1,1,26.5311915279189
"R10973",9,1,26.5311915279189
"R07280",1,1,1129.05380960586
"R11462",1,1,22.0410090760805
"R11398",8,6,7.33852077718365
"R11397",3,3,7.33852077718365
"R02921",13,11,30.8198787345151
"R11341",2,2,0.839865700347821
"R11440",2,2,5.60094251376724
"R11535",3,3,2.59401681888616
"R11544",1,1,24.4505943036876
"R11540",45,44,1.36599347464907
"R11541",2,3,1.36391340547631
"R11523",2,2,24.8081194824266
"R11524",16,17,24.8081194824266
"R10610",2,2,2.90650663771336
"R11149",1,1,0.0673753070914241
"R11147",83,84,0.0673753070914241
"R11148",2,1,0.0673753070914241
"R11439",6,8,6.84206557139641
"R11558",4,4,0.776952288188228
"R10465",26,27,87.7060589553887
"R01008",62,55,5.85446605778683
"R11224",46,45,3.76486288408643
"R11487",1,16,17.1315973076159
"R10988",59,50,0.215666581889685
"R10989",59,50,0.215666581889685
"R10990",59,50,0.215666581889685
"R10434",60,51,4.32347596678733
"R10433",51,49,1.81009039354003
"R10439",18,18,5.21015161663701
"R10962",69,67,1.69875229210667
"R10174",89,87,3.39939195429138
"R00399",99,96,10.1167914781896
"R11654",0,0,1.17285294465145
"R11547",0,0,0.100144206449526
"R11548",0,0,0.100144206449526
"R10431",77,75,0.434394650985337
"R11579",11,3,0.12510513661761
"R11741",74,72,0.719624874369052
"R11742",74,72,0.719624874369052
"R11612",17,16,0.488676653890844
"R11613",17,16,2.72761212963319
"R11622",4,4,5.71208364840365
"R11585",0,0,0.386944722854264
"R11628",1,0,2.66984275499206
"R11629",0,1,0.532927108173033
"R11624",4,4,3.83841192323526
"R02927",6,7,7.95871573382365
"R11623",19,7,3.03813905357024
"R11592",2,2,221.690741074334
"R11633",3,7,221.690741074334
"R11634",9,74,221.690741074334
"R11635",2,5,221.690741074334
"R11636",4,8,221.690741074334
"R04200",3,3,5.10295159674109
"R04201",3,3,5.10295159674109
"R04687",1,2,5.10295159674109
"R04688",1,2,5.10295159674109
"R11401",3,4,0.249707822699243
"R11410",2,2,0.334533913136523
"R11637",3,2,1.27629158670403
"R11655",31,28,10.3283008925165
"R11441",1,1,1.90161880297399
"R12056",7,6,0.728436485733641
"R06746",2,7,0.728436485733641
"R12057",1,1,0.728436485733641
"R06747",0,2,0.0646529448673115
"R05699",1,0,0.564799111677987
"R10803",29,34,17.9830983542547
"R11339",0,1,1.00084470090946
"R00672",11,10,36.5050709695413
"R11330",2,2,1.28034531085855
"R11332",1,1,5.85358664922001
"R11700",92,89,494.246746013663
"R11706",2,2,2.64017094867527
"R11707",2,2,2.64017094867527
"R02244",5,4,1.28833054056568
"R11626",0,3,0.215485514006614
"R11724",26,26,36.6725504770302
"R11726",28,28,36.6725504770302
"R04503",17,21,9.00500009268451
"R01586",0,5,12.9656485864715
"R11784",89,86,27.8014658807252
"R11803",91,88,27.8014658807252
"R11716",26,26,9.86207851613761
"R11717",26,26,9.86207851613761
"R11721",1,1,0.99058854011743
"R11722",1,1,0.99058854011743
"R01558",3,3,1.01899422406708
"R11874",8,8,52.9942761213354
"R01429",0,2,2.64093963238644
"R00340",18,21,0.425387174957573
"R01583",0,2,162.604376174811
"R11074",15,15,8.45348122737823
"R03567",0,0,135.387962969554
"R12000",0,1,11.5283183532318
"R03396",0,5,0.00705788949578159
"R03398",0,5,0.00705788949578159
"R02589",1,1,0.166427739630142
"R09721",25,31,688.047929149159
"R11785",2,3,2.37459574573566
"R09664",1,1,66.6359993153378
"R11788",46,45,0.377540238113085
"R11789",2,2,0.377540238113085
"R11790",2,2,0.377540238113085
"R11781",61,60,0.159488014708574
"R11782",62,61,0.159488014708574
"R11958",59,58,0.9847708317993
"R11775",114,110,0.213900246785395
"R11774",105,106,6.667586600268
"R11776",0,0,26.2568393755669
"R11812",0,0,0.383855639421897
"R11818",37,45,5.67055233265537
"R11876",0,0,107.169437102967
"R01450",11,12,123.298622214639
"R07141",83,83,0.181128711703368
"R07142",87,88,0.181128711703368
"R01782",63,65,14.16804219765
"R11941",110,105,11.1839294241474
"R11674",1,1,238.99744519718
"R05764",70,68,12.8119825841496
"R11875",4,4,0.713691518820702
"R11911",4,4,0.713691518820702
"R03983",0,0,59.7852505079654
"R01346",1,3,2.25602177699523
