"reaction","out_degree","in_degree","abundance"
"R00623",12,14,50.9170456035312
"R00624",83,83,50.9170456035312
"R00754",11,12,50.9170456035312
"R02124",3,1,58.3943410935773
"R02878",83,83,50.9170456035312
"R04805",82,82,50.9170456035312
"R04880",3,4,50.9170456035312
"R05233",2,2,50.9170456035312
"R05234",2,2,50.9170456035312
"R06917",0,0,50.9170456035312
"R06927",0,0,50.9170456035312
"R08281",0,0,50.9170456035312
"R08306",1,0,50.9170456035312
"R08557",2,5,50.9170456035312
"R08558",2,5,50.9170456035312
"R10783",0,0,50.9170456035312
"R08310",0,0,50.9170456035312
"R07105",0,0,50.9170456035312
"R07328",86,87,14.6386296406917
"R00625",97,100,14.6386296406917
"R00746",11,12,14.6386296406917
"R01041",9,6,15.8751578382997
"R05231",0,1,14.6386296406917
"R01481",6,7,14.6386296406917
"R01773",9,6,164.471320476109
"R01775",9,6,164.471320476109
"R02855",1,0,9.81367788683427
"R02946",0,2,9.81367788683427
"R01034",9,7,49.549103681431
"R10715",8,11,49.549103681431
"R10717",3,0,49.549103681431
"R05604",6,6,0.417412504349544
"R00868",14,10,10.1494132514387
"R07145",86,83,100.637661575816
"R00875",19,17,100.637661575816
"R01896",7,8,157.642049665458
"R00758",100,100,22.5811521472566
"R02703",13,14,22.5811521472566
"R01183",6,9,198.545284412513
"R09951",1,1,198.545284412513
"R02819",83,83,1.23652819760798
"R01036",9,6,1.23652819760798
"R01093",11,4,1.23652819760798
"R01758",2,2,1.23652819760798
"R02820",87,88,1.23652819760798
"R01095",11,4,1.23652819760798
"R01431",6,4,1.58653223851311
"R01759",2,2,1.23652819760798
"R01787",14,15,1.23652819760798
"R02531",88,89,1.23652819760798
"R02577",89,90,1.23652819760798
"R04285",0,2,1.36485419718742
"R11764",4,3,1.23652819760798
"R00286",26,16,456.332333925231
"R01158",5,1,121.765256882512
"R01163",5,1,121.765256882512
"R03012",1,1,121.765256882512
"R02413",6,6,343.686213248977
"R12885",109,110,343.510237769794
"R00717",25,25,180.378443369517
"R01388",9,8,185.459425706686
"R00703",65,68,104.76484756687
"R01000",10,12,104.76484756687
"R03104",0,4,104.76484756687
"R01361",6,5,20.4064482137889
"R02047",84,83,35.7844665047463
"R05066",4,2,36.4823406054105
"R02082",5,5,0.168851844407794
"R01779",89,91,1.17792381724835
"R01977",9,11,1.17792381724835
"R00342",25,27,67.5239877049844
"R07136",4,5,96.3580250531563
"R00214",91,94,217.431882559761
"R00217",62,22,306.651998266552
"R00216",91,94,89.2201157067912
"R00709",35,32,127.380142874546
"R00267",144,144,145.25897068116
"R01899",7,7,145.25897068116
"R00268",32,29,145.25897068116
"R02032",5,3,0.437407774705477
"R02034",90,90,0.437407774705477
"R10221",9,4,102.904047435719
"R01528",93,88,102.904047435719
"R01520",9,7,10.3663253750755
"R01521",9,7,10.3663253750755
"R01094",0,4,0.349895033134262
"R01096",0,4,0.349895033134262
"R01097",0,4,0.349895033134262
"R08544",0,4,0.349895033134262
"R00835",100,105,22.4411005757557
"R02736",87,93,22.4411005757557
"R10520",95,100,22.4411005757557
"R10907",4,8,22.4411005757557
"R04330",82,83,3.34983481054101
"R04831",0,0,3.34983481054101
"R04834",0,0,3.34983481054101
"R04844",0,1,3.34983481054101
"R04847",0,0,3.34983481054101
"R01895",4,4,0.404856945346486
"R02454",4,4,207.648231171799
"R02555",1,2,238.085453442505
"R01745",8,10,22.8435165844766
"R01747",8,10,22.8435165844766
"R01644",6,8,47.3209252739801
"R02352",7,3,1.09096129160588
"R02353",7,3,1.09096129160588
"R04681",2,3,0.637288791339485
"R04682",2,3,0.637288791339485
"R08945",0,0,0.637288791339485
"R08980",0,0,0.637288791339485
"R01738",92,90,108.502051934367
"R01740",95,94,108.502051934367
"R02258",85,87,78.9239583568242
"R03080",83,83,78.9239583568242
"R01781",4,6,78.9239583568242
"R02257",5,7,78.9239583568242
"R00465",25,25,5.14197165214591
"R01392",9,8,5.14197165214591
"R02527",6,7,5.14197165214591
"R10052",6,3,136.705439917582
"R04426",3,3,136.705439917582
"R01652",6,4,136.705439917582
"R00994",11,13,136.705439917582
"R04439",92,91,99.548772732414
"R03051",1,2,99.548772732414
"R04440",3,2,99.548772732414
"R05068",2,1,99.548772732414
"R05069",2,3,99.548772732414
"R05071",5,4,99.548772732414
"R02081",5,5,10.8541032072766
"R01487",83,83,0.327791029659183
"R01763",0,0,0.327791029659183
"R02611",3,3,0.327791029659183
"R04304",0,3,0.327791029659183
"R05282",0,0,0.327791029659183
"R05347",0,0,0.327791029659183
"R05348",0,0,0.327791029659183
"R00842",31,32,153.411261002806
"R00844",31,32,153.411261002806
"R11337",31,28,286.276501262437
"R01513",6,9,286.276501262437
"R08198",114,111,286.276501262437
"R02767",88,89,161.516782059597
"R04533",1,3,161.516782059597
"R04534",2,3,161.516782059597
"R04536",1,2,161.516782059597
"R04543",1,2,161.516782059597
"R04566",1,2,161.516782059597
"R04953",1,2,161.516782059597
"R04964",1,2,161.516782059597
"R07763",0,1,161.516782059597
"R10116",1,1,161.516782059597
"R10120",1,1,161.516782059597
"R01465",2,3,48.1784409270022
"R03048",0,0,0.365492314263207
"R08382",1,0,0.365492314263207
"R07148",82,82,0.341380542780445
"R08926",0,3,0.341380542780445
"R07675",0,1,37.0545603390296
"R01542",4,5,122.694102412916
"R00880",0,9,1.53044508740054
"R02777",3,4,721.511257121118
"R07133",103,103,15.4843402914823
"R05607",16,17,15.4843402914823
"R02580",85,85,0.283117964892141
"R02683",0,1,0.283117964892141
"R02935",0,3,12.3318108413715
"R01976",9,11,70.8429174883448
"R05576",94,97,70.8429174883448
"R06941",2,1,71.5407915890089
"R03192",2,1,215.75966075404
"R03191",2,1,215.75966075404
"R02792",85,86,20.1468511989478
"R02472",3,2,634.527619455102
"R01430",0,2,82.1342512920451
"R00814",88,90,72.8998006462598
"R07015",1,0,72.8998006462598
"R09420",2,0,75.7474199696875
"R03557",87,88,0.12832599957944
"R02581",3,2,0.12832599957944
"R02975",2,2,0.12832599957944
"R04552",86,87,0.0956869065829856
"R03458",1,1,206.339898516388
"R03119",0,1,7.93785360398665
"R02377",0,2,7.93785360398665
"R02103",1,6,104.156199349099
"R01768",5,5,104.156199349099
"R12987",10,12,104.156199349099
"R12988",145,144,104.156199349099
"R01130",4,6,270.968298391886
"R08240",1,1,270.968298391886
"R01739",8,6,0.600358398015459
"R08879",88,89,0.600358398015459
"R08880",87,88,0.600358398015459
"R11500",0,0,17.1546024329687
"R03123",0,0,17.1546024329687
"R03636",0,0,17.1546024329687
"R05038",0,0,17.1546024329687
"R07998",0,0,17.1546024329687
"R07999",0,0,17.1546024329687
"R05571",6,1,1.05982131815958
"R05679",0,26,27.6186969727885
"R05680",0,26,27.6186969727885
"R05837",87,85,48.0265635100282
"R05681",4,3,48.0265635100282
"R07406",3,2,48.0265635100282
"R05683",86,86,0.864439258227112
"R05684",88,89,0.864439258227112
"R05688",3,2,627.705889238717
"R00196",65,68,12.5533174210427
"R00197",62,6,38.3013965195015
"R01341",41,41,77.4512132095547
"R00475",57,57,77.4512132095547
"R00846",31,32,0.959810304651518
"R02107",1,6,0.194453345881155
"R00069",0,1,0.194453345881155
"R01769",5,5,0.194453345881155
"R07942",0,1,0.194453345881155
"R07977",0,2,0.194453345881155
"R07978",0,0,0.194453345881155
"R07979",0,0,0.194453345881155
"R08235",0,0,0.194453345881155
"R12989",10,12,0.194453345881155
"R12990",64,63,0.194453345881155
"R01025",2,5,4.33082233565754
"R00849",31,32,154.728529058258
"R08657",38,39,154.728529058258
"R00848",31,32,154.728529058258
"R05062",5,5,0.287798876472688
"R05198",11,12,0.287798876472688
"R05285",2,4,0.287798876472688
"R00361",19,9,2.45932464491619
"R00360",59,61,2.45932464491619
"R01257",25,27,2.45932464491619
"R06620",20,24,8.49030698699345
"R00874",39,41,12.4349888393347
"R06983",2,1,0.26210563763964
"R07140",88,88,0.26210563763964
"R00519",58,66,230.090098412179
"R10797",25,23,22.4495344192061
"R11944",4,1,157.044000281611
"R00538",108,108,10.0692846534337
"R00631",19,18,10.0692846534337
"R00710",35,42,10.0692846534337
"R00904",5,2,10.8290888888923
"R01752",11,9,9.76527785774742
"R02549",4,2,10.525082093206
"R02678",0,2,9.76527785774742
"R02940",83,83,9.76527785774742
"R03283",0,0,9.76527785774742
"R03869",0,2,9.76527785774742
"R04065",0,0,9.76527785774742
"R04506",84,83,9.76527785774742
"R04903",0,1,9.76527785774742
"R05050",0,1,9.76527785774742
"R05286",2,3,9.76527785774742
"R06366",0,0,9.76527785774742
"R08146",0,1,9.76527785774742
"R00264",32,29,9.76527785774742
"R01986",4,2,9.76527785774742
"R02957",2,2,9.76527785774742
"R05237",1,1,9.76527785774742
"R05238",1,1,9.76527785774742
"R02536",5,6,1.0063570951383
"R02695",4,3,1.0063570951383
"R03300",2,5,1.0063570951383
"R04882",3,4,0.304006795686277
"R04888",0,1,0.304006795686277
"R04891",0,2,0.304006795686277
"R04996",0,1,0.304006795686277
"R08282",0,0,0.304006795686277
"R08307",0,1,0.304006795686277
"R00634",111,112,0.304006795686277
"R00711",35,42,0.304006795686277
"R02537",5,6,0.304006795686277
"R02697",4,3,0.304006795686277
"R03302",2,5,0.304006795686277
"R04883",3,4,0.304006795686277
"R04889",0,1,0.304006795686277
"R04892",0,2,0.304006795686277
"R08283",0,0,0.304006795686277
"R07104",0,0,0.304006795686277
"R02565",2,3,4.48183417780549
"R02566",2,3,4.48183417780549
"R01058",6,20,3.25248950306558
"R00228",71,69,33.1807668635984
"R01172",9,0,55.1504726515213
"R02291",6,4,626.387727714565
"R01061",21,21,684.813188108278
"R00713",20,23,3.99413912270645
"R00714",20,23,3.99413912270645
"R02401",1,1,3.38669440853391
"R12215",2,4,0.759804235458624
"R00705",64,61,4.06039771052967
"R00706",64,61,4.06039771052967
"R00922",14,1,4.06039771052967
"R00935",14,2,4.06039771052967
"R11679",2,2,0.195028668210435
"R03098",1,2,0.195028668210435
"R04390",2,1,0.195028668210435
"R04863",1,1,0.195028668210435
"R03443",1,2,596.562294056407
"R03313",3,4,575.328680670578
"R00604",17,10,1.63993881586568
"R01063",21,21,1.56291602595041
"R04418",3,2,4.33241032941127
"R09129",82,82,2.53312107337479
"R10301",84,84,2.53312107337479
"R03145",26,64,31.0563353681311
"R00635",58,58,0.187705656418908
"R01709",0,4,0.187705656418908
"R02125",3,2,0.187705656418908
"R02657",1,0,0.187705656418908
"R03871",0,2,0.187705656418908
"R04904",0,1,0.187705656418908
"R08349",0,3,0.187705656418908
"R08384",0,1,0.187705656418908
"R04085",0,0,0.187705656418908
"R08408",0,0,0.187705656418908
"R00207",3,64,8.16599188353276
"R01699",10,5,7.98773138798462
"R00014",4,77,228.007842146098
"R03270",17,8,7.98773138798462
"R01700",41,33,3.47641789399591
"R00621",1,44,3.47641789399591
"R01933",5,4,80.0892378561219
"R01940",4,4,3.47641789399591
"R03316",17,5,3.47641789399591
"R01701",1,7,4.50336864566546
"R01702",1,4,4.50336864566546
"R04225",1,3,4.50336864566546
"R07599",1,22,4.50336864566546
"R07600",16,5,4.50336864566546
"R07601",1,19,4.50336864566546
"R07602",16,5,4.50336864566546
"R07603",1,18,4.50336864566546
"R07604",16,5,4.50336864566546
"R10996",1,27,4.50336864566546
"R10997",16,5,4.50336864566546
"R01196",142,143,616.281431875886
"R01199",11,16,345.769228143183
"R08034",1,0,399.190405372489
"R10516",59,58,270.512203732704
"R01197",65,63,753.99374604335
"R07161",53,54,556.960724231381
"R07160",3,7,0.561594307992348
"R08566",3,4,0.561594307992348
"R08567",2,3,0.561594307992348
"R10385",8,8,84.8754712143301
"R07157",25,28,20.0511355721297
"R09317",95,93,46.0331345097061
"R11743",0,0,86.6489065581243
"R03015",26,27,86.6489065581243
"R08060",17,1,86.6489065581243
"R00978",12,12,0.0515229665116139
"R01415",9,10,0.0515229665116139
"R08226",1,3,0.0515229665116139
"R01404",91,92,5.72748141875992
"R04430",3,2,5.72748141875992
"R04725",5,3,5.72748141875992
"R04956",3,2,5.72748141875992
"R04959",7,5,5.72748141875992
"R04962",5,3,5.72748141875992
"R04967",6,3,5.72748141875992
"R04970",7,4,5.72748141875992
"R10118",1,1,5.70465003845627
"R10122",1,1,5.70465003845627
"R01403",87,87,62.7749775180121
"R04429",3,2,62.7749775180121
"R04724",5,3,62.7749775180121
"R04955",3,2,62.7749775180121
"R04958",7,5,62.7749775180121
"R04961",5,3,62.7749775180121
"R04966",6,3,62.7749775180121
"R04969",7,4,62.7749775180121
"R07765",2,0,62.7749775180121
"R00384",82,82,2.16330020229085
"R01171",14,19,2.16330020229085
"R02391",2,3,7.56364249332995
"R02393",2,3,7.56364249332995
"R04198",4,4,138.028090840534
"R04199",4,4,138.028090840534
"R01505",2,1,4.49318590196002
"R04319",86,87,181.023084691578
"R12620",107,107,181.023084691578
"R01728",8,7,505.409269925973
"R00732",12,9,4.39616333408834
"R01867",4,4,162.955512057357
"R03220",2,1,3.2486133779472
"R09489",1,2,16.5230260856447
"R04178",1,1,6.3145657062368
"R03222",1,2,6.3145657062368
"R00388",34,34,0.0253821721415849
"R07934",1,1,0.0253821721415849
"R07950",1,1,0.0253821721415849
"R01175",14,19,80.9246644100585
"R01279",7,7,12.4440630429181
"R03777",4,4,12.4440630429181
"R03857",4,4,12.4440630429181
"R03990",3,3,12.4440630429181
"R04751",3,3,81.1937162400765
"R04754",3,3,12.4440630429181
"R07888",1,0,0.0253821721415849
"R07892",1,1,0.0253821721415849
"R07896",1,1,0.0253821721415849
"R12356",15,18,0.0253821721415849
"R02164",19,23,726.194263118627
"R01178",0,0,68.6604923512823
"R02661",3,3,80.9884430837929
"R03172",3,4,80.9884430837929
"R04432",15,18,68.6604923512823
"R00392",13,11,12.4186808707765
"R04095",4,5,14.5104303244848
"R02609",86,89,0.275515617708305
"R02893",0,2,0.275515617708305
"R01835",0,5,0.275515617708305
"R02219",2,1,0.275515617708305
"R02498",0,3,0.275515617708305
"R02841",0,1,0.275515617708305
"R03713",0,0,0.275515617708305
"R03850",87,87,0.275515617708305
"R04817",1,2,0.275515617708305
"R04823",0,1,0.275515617708305
"R02488",12,16,0.116028952514799
"R10074",6,6,0.116028952514799
"R03028",9,3,240.808284352452
"R02487",9,5,0.116028952514799
"R04096",4,5,2.27164043785028
"R01868",4,4,61.2150808018467
"R00396",66,68,30.3117848841329
"R00145",91,91,247.095805243246
"R00146",95,96,247.095805243246
"R00365",143,143,30.3117848841329
"R00243",70,75,8.59390858948286
"R00248",70,75,755.931351745418
"R01088",6,3,0.131284662321202
"R01434",9,6,0.131284662321202
"R02196",6,3,0.131284662321202
"R00093",56,54,1.17728690927617
"R00256",58,65,1975.8060104445
"R00114",56,54,546.518970468998
"R01340",43,43,0.0228782195419477
"R02457",1,3,0.0228782195419477
"R02894",1,1,0.0228782195419477
"R02923",3,1,0.0228782195419477
"R05861",102,103,1.63379754118825
"R07400",0,0,0.0228782195419477
"R00366",42,36,1.63379754118825
"R04221",0,0,0.0228782195419477
"R06124",42,42,0.0228782195419477
"R11354",71,70,0.00397062540446576
"R02173",1,1,0.00397062540446576
"R02382",3,1,0.304956088252202
"R02529",6,2,0.304956088252202
"R02532",4,0,0.00397062540446576
"R02613",3,4,0.304956088252202
"R02908",4,1,0.00397062540446576
"R02919",3,4,0.00397062540446576
"R04025",1,1,0.00397062540446576
"R04300",2,1,0.304956088252202
"R04674",1,0,0.00397062540446576
"R04890",2,0,0.00397062540446576
"R04893",2,0,0.00397062540446576
"R04894",2,0,0.00397062540446576
"R08347",1,1,0.00397062540446576
"R08348",1,1,0.00397062540446576
"R04907",0,0,0.00397062540446576
"R04908",0,1,0.00397062540446576
"R08346",1,0,0.00397062540446576
"R00277",3,6,9.34994227547937
"R00278",3,2,9.34994227547937
"R01710",6,4,9.34994227547937
"R01711",6,3,9.34994227547937
"R01853",43,43,0.300985462847737
"R03139",1,3,0.300985462847737
"R06154",49,46,0.300985462847737
"R04027",0,0,0.300985462847737
"R06740",2,2,0.300985462847737
"R00481",1,14,132.208529103419
"R00357",35,31,132.208529103419
"R03425",51,50,329.209532060687
"R00021",56,54,182.831150618854
"R10086",70,75,182.831150618854
"R09493",11,11,3.97847981037019
"R01374",8,1,3.97847981037019
"R01248",9,8,100.900310094034
"R01251",9,8,100.900310094034
"R03291",3,3,100.900310094034
"R03293",3,3,100.900310094034
"R00939",19,26,47.0894982574114
"R00936",19,26,47.0894982574114
"R00937",17,2,47.0894982574114
"R00940",17,2,47.0894982574114
"R02235",6,5,47.0894982574114
"R02236",6,5,47.0894982574114
"R11765",5,4,47.0894982574114
"R01220",12,12,283.59086500742
"R01655",12,9,283.863761839914
"R00943",37,45,733.293632135499
"R00941",17,5,3.70906658384574
"R00715",10,6,363.017528850534
"R02315",3,5,0.716488078549154
"R00245",37,39,5.88391185347916
"R00707",37,39,5.88391185347916
"R00708",37,39,5.88391185347916
"R04444",5,6,5.88391185347916
"R04445",5,6,5.88391185347916
"R05051",4,0,5.88391185347916
"R01218",12,12,0.48679707927956
"R00666",155,158,3.53153358845162
"R05706",10,12,427.207650118292
"R00610",30,25,429.569275758151
"R04433",7,7,0.975220124748765
"R01565",8,7,2.07366765270463
"R01588",7,4,1.26415546910452
"R02511",5,4,1.26415546910452
"R01253",9,8,15.8383225244797
"R04456",10,12,0.0516077028633415
"R04464",9,10,1.2049717985163
"R00112",164,164,109.203869137225
"R00100",1,1,1.99184137422811
"R11945",7,7,2164.91646930819
"R02364",86,87,74.2099371658026
"R00282",86,87,87.8306619801633
"R07358",82,82,35.063174101357
"R02964",2,1,13.6735980563133
"R03643",82,82,13.6735980563133
"R03816",0,0,13.6735980563133
"R07359",86,87,13.6735980563133
"R00787",29,37,32.0137125073246
"R01134",6,10,9.22828449112594
"R00790",29,37,45.4868411033017
"R00791",10,11,11.4228375409391
"R00783",9,12,0.659272271447824
"R00784",9,12,0.659272271447824
"R00081",4,4,4.05489900604114
"R00082",60,60,4.05489900604114
"R00280",9,12,0.659272271447824
"R00785",9,12,0.659272271447824
"R09497",10,11,53.2287224819887
"R02804",2,2,0.444369369632155
"R00858",21,26,74.9084936387649
"R08550",83,86,69.2748548235591
"R03815",2,2,69.2748548235591
"R07618",14,10,69.2748548235591
"R01698",82,82,69.2748548235591
"R00115",100,87,4.33828756166696
"R00094",97,95,4.33828756166696
"R02016",100,101,204.90524026212
"R00900",28,27,204.90524026212
"R03596",2,2,204.90524026212
"R09372",0,0,204.90524026212
"R00533",1,16,1.40843768056486
"R07176",57,62,60.9516421597503
"R02021",11,2,60.9516421597503
"R00859",21,26,1.10523525160213
"R03600",2,3,1.10523525160213
"R00860",43,48,83.8731958669263
"R08553",13,18,83.8731958669263
"R04927",36,37,83.8731958669263
"R04541",5,13,2.10326605835145
"R00068",1,0,0.839758748165909
"R11325",7,7,115.689199216465
"R11885",7,7,115.689199216465
"R11886",76,76,115.689199216465
"R00017",4,4,48.5819653841712
"R00274",2,13,8.32359765814221
"R07034",0,0,8.32359765814221
"R07035",0,1,8.32359765814221
"R00052",2,1,34.0942776550954
"R00700",82,82,7.28476313915338
"R04015",23,23,8.36721107954815
"R03025",8,8,6.47397924576758
"R00816",2,4,0.613376247795397
"R04089",0,1,0.613376247795397
"R05295",3,1,0.613376247795397
"R05404",1,1,0.613376247795397
"R05406",0,0,0.613376247795397
"R07795",1,0,0.613376247795397
"R01631",4,4,0.59822270499514
"R03549",4,5,0.59822270499514
"R02656",1,2,1.34616774019311
"R02519",0,1,0.215997308028389
"R03303",4,6,2.02185500919546
"R02521",1,5,1.47972017755485
"R01372",0,8,1.47972017755485
"R00025",9,0,259.672404776845
"R00319",26,8,3.64585231739924
"R00818",3,1,0.0979812876778055
"R05632",0,1,0.0979812876778055
"R06915",1,0,0.0979812876778055
"R06936",0,0,0.0979812876778055
"R06939",2,0,0.0979812876778055
"R01298",11,6,1.83753505944243
"R02698",3,3,2.25435367203599
"R03299",3,0,2.25435367203599
"R09662",82,82,0.686484454529262
"R05705",10,12,55.198790186584
"R09748",6,5,0.686484454529262
"R09750",4,3,1.73772657327197
"R03344",86,87,0.0775558931612757
"R04523",86,87,0.0775558931612757
"R08266",0,0,0.0775558931612757
"R10551",15,18,0.662787124524158
"R02879",1,1,0.0112636957241467
"R01347",0,9,0.0112636957241467
"R02281",6,4,0.0112636957241467
"R06945",1,1,0.0112636957241467
"R12540",15,10,0.141229009095485
"R01795",11,3,0.141229009095485
"R07211",0,4,0.141229009095485
"R03912",1,1,0.266860319672831
"R02222",2,0,0.0484484904267262
"R12173",5,6,0.0484484904267262
"R03814",1,0,0.00718060602414353
"R07933",0,0,0.00718060602414353
"R07063",3,5,0.00718060602414353
"R11110",1,0,0.00718060602414353
"R11111",1,0,0.00718060602414353
"R12167",1,1,0.00718060602414353
"R12168",0,0,0.00718060602414353
"R12170",0,0,0.00718060602414353
"R12171",1,0,0.00718060602414353
"R12172",5,6,0.00718060602414353
"R02807",86,87,17.1771343477368
"R00092",90,93,0.904810253049115
"R03391",1,1,18.746886823113
"R03392",1,1,18.746886823113
"R04294",14,14,76.0349088749077
"R02017",9,69,76.0349088749077
"R02018",2,45,76.0349088749077
"R02019",3,16,76.0349088749077
"R02024",3,6,76.0349088749077
"R08363",0,0,76.0349088749077
"R08364",0,0,76.0349088749077
"R11893",1,0,76.0349088749077
"R04315",16,16,0.0648140267417392
"R02014",9,74,0.0648140267417392
"R02020",3,7,0.0648140267417392
"R02022",4,8,0.0648140267417392
"R02023",2,5,0.0648140267417392
"R01195",86,87,186.850994521228
"R10159",86,87,186.850994521228
"R11485",105,106,186.850994521228
"R05875",82,82,4.29872208174228
"R02000",2,2,239.100199091523
"R00019",23,23,504.605968266443
"R05747",0,0,497.223094030897
"R02821",33,39,0.103243737015819
"R11063",29,31,48.7252714443574
"R00650",24,10,48.7252714443574
"R00946",46,53,290.743916286466
"R09365",3,2,388.986248420214
"R04405",24,10,98.242332133748
"R00597",70,68,664.786434081983
"R02917",70,68,142.419923307802
"R00594",71,69,6.97407248264177
"R00380",76,76,727.607831903499
"R04858",69,67,727.607831903499
"R04427",0,0,74.7838545475198
"R07481",0,0,74.7838545475198
"R02101",18,22,1000.28045706568
"R10716",69,67,830.731241109121
"R07233",69,67,301.806629618264
"R07234",69,67,715.816970914892
"R03805",70,68,10.9237621175507
"R08700",3,2,820.034054275979
"R04314",8,8,507.993975342187
"R08769",0,1,41.0246720472819
"R04988",0,1,41.0246720472819
"R12657",77,75,41.5406993486681
"R02056",1,5,6.73122874727049
"R03424",1,2,6.73122874727049
"R01320",12,9,6.73122874727049
"R02961",69,67,2764.33361663608
"R04190",69,67,29.8982092802366
"R03411",69,67,93.6191879863992
"R02623",71,69,152.219407998117
"R04347",5,13,0.675933823664372
"R12291",4,13,0.675933823664372
"R04496",0,0,8.31029700113217
"R01942",1,2,70.2945448200847
"R06578",0,1,70.2945448200847
"R03003",69,67,311.947739938001
"R08771",0,0,0.516027301386145
"R04711",0,0,0.516027301386145
"R05149",1,1,104.569936570056
"R07774",1,1,112.41074399019
"R07775",1,1,112.348964002775
"R05763",70,68,57.9324954127448
"R00945",62,60,190.371807297411
"R09099",3,16,190.371807297411
"R04325",22,25,245.314296700596
"R04326",21,27,245.314296700596
"R04560",25,28,357.330932181178
"R01127",6,7,357.414040238558
"R02287",53,60,47.0666025439662
"R03189",17,23,47.0666025439662
"R02301",6,2,516.763677849507
"R03940",17,6,612.147571819527
"R04125",45,55,60.843107722701
"R02300",2,6,60.843107722701
"R01226",2,7,70.3764606888124
"R01216",19,17,70.3764606888124
"R01397",27,18,634.236015989709
"R01398",4,14,765.360302105605
"R00565",34,27,4.26668315560648
"R01686",0,5,4.26668315560648
"R01989",3,8,4.26668315560648
"R01641",35,36,226.924425072741
"R01067",13,37,226.924425072741
"R01830",37,37,226.924425072741
"R06590",0,0,226.924425072741
"R06861",37,37,226.95603058094
"R06863",30,31,226.924425072741
"R08575",46,46,205.564855391312
"R01827",40,40,205.564855391312
"R00259",1,37,446.790989791567
"R02282",11,9,266.40065719448
"R02058",3,7,103.889908073738
"R00230",62,60,236.242703556602
"R00921",14,16,238.718990351061
"R00238",66,65,71.3452980725921
"R00927",73,72,71.3452980725921
"R01177",97,96,71.3452980725921
"R02569",66,66,172.795105413167
"R00851",7,22,2.20759877061793
"R02617",69,73,2.20759877061793
"R09380",33,37,2.20759877061793
"R00391",2,66,0.837612092963944
"R00829",71,68,1.92314990077799
"R03778",90,89,0.837612092963944
"R03858",90,89,0.837612092963944
"R03991",90,89,0.837612092963944
"R04742",90,89,0.837612092963944
"R04747",90,89,0.837612092963944
"R05506",65,0,0.837612092963944
"R05586",5,1,0.837612092963944
"R07891",1,1,0.837612092963944
"R07895",1,1,0.837612092963944
"R07899",0,1,0.837612092963944
"R07937",1,0,0.837612092963944
"R07953",0,0,0.837612092963944
"R08091",0,1,0.837612092963944
"R08095",4,1,0.837612092963944
"R02616",88,86,119.240930669063
"R01174",9,10,267.871502763945
"R02251",3,23,0.317150976929008
"R02694",69,71,0.317150976929008
"R09474",0,2,0.317150976929008
"R01999",0,2,0.161997981021292
"R03065",88,86,312.941282874217
"R00371",26,23,218.420013943663
"R00586",23,16,738.243511330944
"R01776",8,6,283.250711926733
"R01777",8,6,283.250711926733
"R00830",2,22,0.815989830329468
"R01626",40,27,539.980028813007
"R02768",18,19,61.3465619118315
"R04355",1,6,61.3465619118315
"R04726",1,8,61.3465619118315
"R04952",1,7,61.3465619118315
"R04957",1,7,61.3465619118315
"R04960",2,10,61.3465619118315
"R04963",1,7,61.3465619118315
"R04968",1,8,61.3465619118315
"R07762",1,9,61.3465619118315
"R10115",1,6,61.3465619118315
"R10119",1,6,61.3465619118315
"R10707",1,63,494.950490603781
"R03210",1,1,61.1971870551182
"R10124",1,2,61.1971870551182
"R02241",20,22,287.041967220396
"R02760",63,68,287.041967220396
"R09381",27,32,287.041967220396
"R00212",136,141,293.406807432702
"R06987",23,27,293.406807432702
"R03910",88,86,159.324662693882
"R01154",1,7,159.324662693882
"R02570",17,19,7.40254932989237
"R02571",5,5,7.40254932989237
"R01556",92,88,172.913608510382
"R04348",88,86,35.5567314856658
"R03767",89,87,39.4507639647004
"R01889",88,86,77.7585413292664
"R03760",88,86,24.7350804836343
"R02911",0,2,24.7350804836343
"R03390",2,2,0.2419007137664
"R00832",1,7,2.64568854335629
"R04365",5,4,136.871187465714
"R08386",88,86,8.6150028805098
"R04024",88,86,8.6150028805098
"R12920",45,40,94.6365510947526
"R04567",1,21,94.6365510947526
"R05333",3,14,0.106691185295256
"R04159",1,1,4.53504561337077
"R01262",2,18,4.53504561337077
"R01687",0,5,4.53504561337077
"R03867",0,0,4.53504561337077
"R04935",1,1,4.53504561337077
"R03916",35,4,4.53504561337077
"R03970",0,1,4.53504561337077
"R03971",0,0,4.53504561337077
"R00494",36,13,4.53504561337077
"R03749",6,1,20.6218744378952
"R02743",16,1,20.6218744378952
"R04058",0,0,56.0256552767573
"R11443",0,0,17.319540815583
"R11444",0,0,17.319540815583
"R03813",1,2,17.319540815583
"R01821",25,29,193.128899973455
"R02111",12,0,193.128899973455
"R02120",14,5,7.24421048869233
"R00803",31,25,36.9712865736488
"R01555",20,3,9.61848665774103
"R05140",25,25,1.94251995140787
"R00292",2,15,22.6963947204787
"R02889",0,15,3.85290956995855
"R07256",14,10,0.0845528416746983
"R00806",9,26,0.0845528416746983
"R08676",91,83,0.0845528416746983
"R00766",22,14,0.270283076128046
"R00836",74,68,3.69620839262507
"R02737",4,15,3.69620839262507
"R11783",85,87,0.547668416694692
"R02335",1,21,0.0797326889791208
"R00952",29,2,83.9841881295987
"R02421",6,7,136.476087722843
"R03118",0,15,0.115956449573135
"R04548",50,48,0.973782006420398
