"A01T1_MTG"	"A01T4_MTG"	"A01T5_MTG"	"A01T6_MTG"	"A01T7_MTG"	"A01T8_MTG"	"A02T1_MTG"	"A02T4_MTG"	"A02T5_MTG"	"A02T6_MTG"	"A02T7_MTG"	"A02T8_MTG"	"A03T1_MTG"	"A03T4_MTG"	"A03T5_MTG"	"A03T6_MTG"	"A03T7_MTG"	"A04T1_MTG"	"A04T4_MTG"	"A04T5_MTG"	"A04T6_MTG"	"A04T7_MTG"	"A04T8_MTG"	"A05T1_MTG"	"A05T4_MTG"	"A05T5_MTG"	"A05T6_MTG"	"A05T7_MTG"	"A05T8_MTG"	"A06T1_MTG"	"A06T4_MTG"	"A07T1_MTG"	"A07T4_MTG"	"A07T5_MTG"	"A07T6_MTG"	"A07T7_MTG"	"A07T8_MTG"	"A08T1_MTG"	"A08T4_MTG"	"A08T5_MTG"	"A08T6_MTG"	"A08T7_MTG"	"A08T8_MTG"	"A09T1_MTG"	"A09T4_MTG"	"A09T5_MTG"	"A09T6_MTG"	"A09T7_MTG"	"A09T8_MTG"	"A10T1_MTG"	"A10T4_MTG"	"E01T1_MTG"	"E01T4_MTG"	"E01T5_MTG"	"E01T6_MTG"	"E01T7_MTG"	"E01T8_MTG"	"E02T1_MTG"	"E02T4_MTG"	"E02T5_MTG"	"E02T6_MTG"	"E02T7_MTG"	"E02T8_MTG"	"E03T1_MTG"	"E03T4_MTG"	"E03T5_MTG"	"E03T6_MTG"	"E03T7_MTG"	"E03T8_MTG"	"E04T4_MTG"	"E04T5_MTG"	"E04T7_MTG"	"E04T8_MTG"	"E05T1_MTG"	"E05T5_MTG"	"E05T6_MTG"	"E05T7_MTG"	"E05T8_MTG"	"E06T1_MTG"	"E06T4_MTG"	"E06T5_MTG"	"E06T6_MTG"	"E06T7_MTG"	"E07T1_MTG"	"E07T4_MTG"	"E07T6_MTG"	"E07T7_MTG"	"E09T1_MTG"	"E09T4_MTG"	"E09T5_MTG"	"E09T6_MTG"	"E09T7_MTG"	"E09T8_MTG"	"E10T1_MTG"	"E10T4_MTG"	"E10T5_MTG"	"E10T6_MTG"	"E10T7_MTG"	"E10T8_MTG"	"I01T1_MTG"	"I01T4_MTG"	"I01T5_MTG"	"I01T6_MTG"	"I01T7_MTG"	"I01T8_MTG"	"I02T1_MTG"	"I02T4_MTG"	"I02T5_MTG"	"I02T6_MTG"	"I02T7_MTG"	"I02T8_MTG"	"I03T1_MTG"	"I03T4_MTG"	"I03T5_MTG"	"I03T6_MTG"	"I03T7_MTG"	"I03T8_MTG"	"I04T1_MTG"	"I05T1_MTG"	"I05T4_MTG"	"I05T5_MTG"	"I05T6_MTG"	"I05T7_MTG"	"I05T8_MTG"	"I06T1_MTG"	"I06T4_MTG"	"I06T5_MTG"	"I06T6_MTG"	"I06T7_MTG"	"I06T8_MTG"	"I07T1_MTG"	"I07T4_MTG"	"I07T5_MTG"	"I07T7_MTG"	"I07T8_MTG"	"I08T1_MTG"	"I08T4_MTG"	"I08T6_MTG"	"I08T7_MTG"	"I08T8_MTG"	"I09T1_MTG"	"I09T4_MTG"	"I09T5_MTG"	"I09T6_MTG"	"I09T7_MTG"	"I09T8_MTG"	"I10T1_MTG"	"I10T4_MTG"	"I10T5_MTG"	"I10T6_MTG"	"I10T7_MTG"	"I10T8_MTG"	"E04T1_MTG"	"E04T6_MTG"	"I08T5_MTG"	"I07T6_MTG"
"K03124"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73108789286686	0	0	0	0	0	0	0	0	0	41.6286310767851	0	0	12.72811889945	0	0	0	26.9251808655905	0	14.8266927452985	20.3354164131085	0	0	0	0	0	0	0	3.58896377002993	30.4154793393604	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17067288901761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06004246834743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K03129"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K03136"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K03138"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K03142"	0	0	0	15.4801611894548	0	0	0	0	0	27.2417568445922	0	0	0	0	0	7.89183743983819	7.90419494640526	14.941103992655	29.2617022632853	50.1705789607962	3.36699951270207	16.0483725896246	40.6782848551466	0	0	0	0	0	10.9042667636568	0	12.2105959237006	0	11.9791406288255	0	0	0	18.760478351322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103.965192690467	0	0	0	11.8428974730967	0	0	21.8944077809595	27.1418724004181	9.34298089427715	0	15.3328815809264	0	15.7443854214046	0	0	0	0	0	0	0	0	0	0	0	0	18.9672251225103	7.80366883162414	57.5356781694463	26.0562273512936	18.8500276455107	31.3367530503068	25.8930070995235	22.9727046404749	0	0	0	33.546608270998	0	0	3.73567939678295	0	0	0	0	0	10.6091267935625	76.3400031907016	0	0	0	0	0	0	38.029743471437	0	10.8937333020975	0	33.2974112657467	0	0	0	0	0	0	0	0	23.4147254548692	0	0	0	0	0	15.8869947394486	25.8567517666091	11.1861006838317	0	0	0	26.5851177917749	0	0	0	0	14.0561811701667	0	0	0	0	0	0	32.1651824249788	0	16.2894484584855	0	15.2113783983423	12.0363819902487	0	0	27.6593654986895	0	0	0	0
"K03146"	14.531783247934	3.89781588837998	52.554051435292	38.5094711942604	53.3721383705749	3.90277016126996	13.7140125196214	0	8.80409427864227	0	7.07450763825379	11.558469396976	16.5289023191937	128.25419225129	49.085417269221	89.5280269418107	112.725756289065	5.74155961289798	15.2751073604508	15.2702497139648	28.4444118833071	29.6277647808453	23.0563041267173	15.1638015658937	19.491907748419	41.611464634202	1.82269905393531	103.736299743941	32.5759793773104	0	8.60847012620891	0	53.6838394984583	42.110692485303	41.982796297512	33.2507306573761	37.6225144102545	34.1090361782582	54.3230402112134	38.0199287582522	24.8956440429927	22.5355596708437	32.7656711192638	15.9242812617214	4.70413920031461	37.1587704600682	20.5119495940663	24.7182524698038	8.96858530547582	5.21515251025247	5.40318284927264	0	5.35715840064415	10.2434367616831	15.9189615676257	42.4270538736644	26.5061266942649	23.6684016281171	29.8041561016672	90.2284092486574	87.1055307080683	36.0488539378985	27.0155236655505	45.80455763416	157.059924181796	227.711597709576	106.355092875372	216.948552796478	176.049869059551	69.939395636817	94.0860983048614	80.9153007122904	46.144910187726	9.66170437558932	187.214772924994	147.273644312187	73.2469756550614	15.0743384445076	95.1809842511427	52.0692248531725	104.449384984533	72.5815434677346	0	58.7981720346908	64.3344300728134	117.645374154932	45.8746401075829	18.3320343463308	55.2511816449587	45.3231099157819	94.0495822587839	33.0184305376143	26.4075215031083	0	9.74230761059953	25.1008427886799	70.3674288004682	17.3044298829906	21.7741903623334	0	38.1468502761298	32.2369949396068	28.4977875642177	8.67491876196001	15.9676063840671	13.224281722314	31.6021811945744	15.7067666083426	9.82338832700059	0	0	95.5403053350349	41.2480879527774	122.985579389932	0	109.533754660667	10.0970054751577	60.6372015770165	3.55995475897068	16.7737068317046	20.0143874269899	50.1630151721654	15.8111267276195	7.69515029761027	12.6032997890976	9.34888536590629	9.78752151986701	12.6571495408835	13.3160871305385	55.4825741789846	8.78519935424109	10.96868496304	4.2544031367065	0	87.2168777533368	19.5809704777176	10.4389261557461	52.3498614221736	31.1192785237061	41.047908240958	42.3576034949483	50.5694763967724	15.5672771033367	59.8867877547817	90.7361918694147	38.2869589804746	4.01411716269463	44.8552580065357	14.5177917931999	18.9264986082948	38.969311212805	9.05727019380814	18.9347183337919	40.0682329469684	14.455010187983	0
"K03147"	776.858811997684	587.853341458913	478.177070177727	574.55727604306	549.251287604091	548.829827813776	701.623023441512	424.937052126661	660.639517166504	452.99418169919	87.2514859229921	278.625791107439	687.046552923868	495.454208662046	518.828320681665	558.051697633964	475.310454244195	704.962890588365	534.594460974715	930.689994014259	649.697984684236	700.380707474682	608.536726915057	586.451790537618	403.527687291736	488.002759737098	405.791102042755	401.410679934561	505.679223945667	780.978011198448	443.94599939548	567.230317791179	587.855153754594	578.041718380183	466.300949782929	560.182816587462	523.75847319863	652.561385281824	416.002107027099	587.175380787497	587.181440419892	763.200779356613	584.120262893027	649.000590936904	400.431534029205	339.235445228695	367.555509478129	398.313288772745	295.772504504705	383.95220013799	480.773118662228	509.446593068595	532.024687078905	641.226965513647	420.761611357404	709.270242429252	698.781495686355	884.924022893404	271.304109093112	756.56814739845	715.234007066475	661.8237682348	716.521658762024	473.71976188668	436.500709333666	642.062988483428	410.538196816165	600.684042151116	630.214271490845	430.398945378161	451.886815196005	326.530117351914	423.807723093911	399.573956984152	505.972342818937	454.984994871957	374.972044546894	415.292406012985	706.780039008708	544.360145625896	403.805447702995	590.834948433312	494.63425224189	635.325589255922	563.665608602947	607.480151794153	583.740183514117	606.088303982879	335.716272661463	391.610414720441	419.466163351065	365.66980885261	462.630927815434	483.628213614409	392.498928860704	487.234284749919	545.631368921412	616.848204755987	307.892726132701	611.477370211495	465.062603777451	440.736785928559	163.924579558108	416.271068253032	532.20993293595	605.338389566972	538.76177790393	604.406355392563	650.268179862718	773.239174953999	374.710827526528	907.949788750203	743.208218409187	535.322782177287	1071.28815436984	646.478249777938	524.036038362146	407.192264600584	557.023908367189	644.33650467676	646.101749205576	484.995831970623	491.789775841471	417.831161296114	584.101273895535	457.140987546164	536.683395652985	409.484478484115	352.95912084028	394.038252102638	653.211464329386	413.880009758592	345.37695078192	676.980607329605	339.596420925851	491.73303937701	600.61492998542	445.017117919344	319.586706092531	412.06467360197	654.030144193782	444.571832825134	564.917465688321	620.460851572331	265.487330230433	389.582233627941	399.84604102132	439.220631659064	585.30704177985	597.876041624361	488.333897972754	459.476977230273	561.558741227347	437.459808364891	543.659871796084	683.98181846253
"K03148"	542.925346809376	199.3305818986	164.76211919721	69.0474010792851	233.959540266051	159.620675106513	93.0220262694558	155.537334786045	168.395431667124	152.312891382896	71.4055594607981	90.8738789395188	240.124981563813	83.5823558203531	125.709150394813	29.5733865737017	34.7021892164547	368.744753495779	61.7678164300564	97.3541554255803	40.8510170664516	150.640724041276	140.406430908906	148.102634956777	31.5025181738688	47.6727090735539	223.369495852335	26.9917783843547	98.3686253151379	145.428207915928	135.353303871209	325.28051364185	132.780835885777	114.623112467289	290.261870497977	231.108411750029	118.288865871263	33.7743162917352	46.3523503551033	53.615699064584	203.426879020549	36.1389577354566	46.4057974705627	45.4545775356242	47.8454642486911	12.0257489446202	24.7119412978374	23.1026804129539	32.43956387087	29.3586987671105	77.4120606976536	102.987574559299	127.67055822255	140.122063987257	259.621840807416	75.1374338802635	164.671276474981	240.815623570833	106.033639077586	186.249030144929	87.45456462068	84.7956059094395	227.843459709107	30.9404564800779	46.8504468477479	31.667684313507	31.7843859241959	56.2110878805271	21.8192207207635	46.6196860693004	92.3054494414371	82.2148899764143	119.305355413601	200.71746283337	41.0206574668138	126.571582176193	96.5218622532287	117.703738539306	37.0835003575881	52.3200523938437	0	75.1744456589888	123.653526421079	25.1074440220971	68.7631246303925	82.6657950556854	33.3559930195053	40.1754554091467	71.5641787587828	119.269716047461	138.233893110233	64.7796395002584	87.5884108832142	105.360768752697	98.2196169798179	154.794655674846	259.850356639794	113.989036799455	182.88484668087	64.2047456640587	158.014502540617	98.0814662026741	89.4585987580416	86.709830197182	122.876903039737	171.957379367124	130.450864233418	122.248264196124	111.956182312926	115.352681633142	46.467609414222	80.8775223634774	59.5115100120597	56.4242199462207	104.464590701359	252.633220296094	320.274273357364	20.9282058264013	194.769796297133	82.4596940695015	154.502846588423	172.662071402782	155.796366352676	92.8302042544188	65.5348694755528	111.849060057981	58.3476661378781	57.5606805967127	91.3855261771008	44.9058024268316	120.895800252021	222.151177427406	117.93820189058	211.815181903697	68.359743899191	63.1349048113326	94.2217652804453	46.425004406031	137.022797560723	109.274993110958	39.9429066259601	133.946983226053	80.7254803072265	40.4313344995739	136.651504669534	104.625047944794	71.0777821966156	80.1220017360961	80.7836506445885	150.070806980988	71.6973347291815	128.289101943164	0	30.4026504378313	184.12222166894	220.692880737974
"K03149"	747.639281603408	326.759258398248	307.335899135176	292.848638453379	300.104793660183	262.929619175579	450.626040043615	213.880375434845	348.506659101556	231.67764379545	35.6288609317854	213.381901909374	289.074278504911	289.178935099805	296.626465641901	191.793357075839	172.17422809862	183.283054996719	340.438970513566	296.518939633974	361.155483883612	391.374335143511	360.91042786132	320.247194097433	202.543463168095	325.436646627269	333.721248551791	378.720309829119	357.035924423211	517.119744044822	274.357708410353	506.659765331148	268.265987945521	250.296675011149	323.317107949604	324.949739766607	385.166032561445	280.989165855267	252.0666600541	350.061773347129	509.551391964031	234.695916530668	401.419854387151	408.123287078663	181.815426970488	304.481395321955	351.810516828697	282.015395970523	235.70305640092	213.609254850829	314.052652020254	420.643111400035	310.372785635189	307.552640347639	305.066022738818	261.111854782593	325.000063384438	338.771569564877	152.448060732322	320.192351420943	254.056631572359	303.781533999291	352.855627943366	61.5925115421045	165.482828333487	114.07773998316	138.016432867742	136.903403816077	272.29733438903	200.435910302303	352.778396507091	299.729754831125	239.960871191922	201.628485254725	87.6827343215115	113.35816806543	189.610941313134	191.560806743134	241.799267150709	196.587694782865	154.448807719667	336.998152270056	260.214661560375	142.636255263465	135.974676570421	336.874879433757	171.703743596438	410.591718802947	113.795071135331	107.615704470361	173.545468450843	230.057791232064	269.568283898431	291.386747700839	232.426486161582	268.018061825987	259.474686545321	290.551095416678	215.948672748225	236.517909399263	215.618773119233	138.571394652994	111.542688325999	210.283829458537	347.367659173556	255.216874348731	258.583020908929	268.751501777505	194.365568600548	321.887927114387	209.852359455914	216.040077983237	391.394732911915	263.174581642649	494.884023044462	390.312570321613	360.771161466997	350.734215199229	341.078644862649	290.401047179887	352.991224183272	239.470678496578	464.654365247478	193.007174324656	258.456220670248	222.088905751167	293.863059911118	205.649680285892	211.089120268329	153.539249734257	219.598613479146	261.69258107092	166.252308253298	445.397724379546	149.796316847863	357.123909829425	409.917671443847	344.025857904187	206.185940394394	250.416727161422	200.733077248762	179.578121717652	252.935207849602	537.898527124248	227.799115232477	146.637731272695	230.292694298416	212.817060481031	286.81000266327	339.488736141162	210.076933111629	153.395543422069	198.297682683454	307.245459447596	303.537301915193	470.259741581972
"K03150"	384.867881439195	230.894636597598	336.626531011473	397.7994053027	269.648250633148	326.728392270853	769.307372357039	625.04228032057	613.138427755567	341.917889091364	174.509552748508	820.723467424252	373.075544293821	580.564771932345	245.099118672191	475.581064534505	501.287347839877	436.872152526448	551.835836073712	539.978905971576	546.564090427418	542.366776668655	646.845200576579	350.354479085296	445.201947369332	500.393118114027	243.824525092438	745.76823821445	431.61862221686	505.097319883719	526.335182445597	438.941938250927	572.907238507732	414.126137386609	410.798351080129	553.791605407331	746.901970075076	448.725842667389	487.856861016736	581.805155472582	648.23569786859	320.502520128649	674.836429233205	730.250742265277	446.077808111739	523.760163877943	539.930198935902	533.144619968936	588.987190391839	439.142270539209	1370.85514641141	415.882596914993	396.618881440158	446.381833918825	159.105407325815	540.046644217629	204.788802992907	310.51350977147	313.857477261878	437.407695003997	366.136889054025	585.559574542295	337.022147205803	227.53521616361	270.432881193	190.211625148154	214.758302812452	205.412497544056	291.909851174288	485.708915118328	397.769822550798	634.556598289873	578.41555182694	791.33522443487	347.939285394139	297.171445370698	445.280704888904	229.567215242692	307.930010236104	539.422165485496	386.597442365229	664.625656074528	572.945771277452	152.719512179973	447.523811971863	721.084367839045	398.052837425004	648.497753122405	279.501734822735	429.882835614363	485.131574887562	370.14789629598	407.848144235243	554.941728856957	395.294945096654	585.269838606288	221.542325577916	653.5979701751	384.24437521872	347.81744043439	399.543031605264	151.359496894745	124.395254578358	442.621003304699	585.628246752142	214.624632787307	293.105460162173	296.097756968263	104.080400402585	363.083922673506	370.932570247184	362.540075107753	220.621399728471	171.242478326453	307.375519501475	352.027958361431	187.665118696027	568.816113890096	349.515183156902	312.9646763271	395.109066665133	348.112060684479	403.890008937265	387.736003247049	567.363931531427	468.54297129481	594.624019791852	508.308453324581	453.430166240273	521.868752535308	324.67590365832	276.567177221325	483.866005053464	719.801888778308	509.523913573089	680.760070283142	564.239303221275	319.367898664844	332.335855913636	628.687232086981	565.341714828462	553.198084429827	416.546286242335	608.729764689011	385.914778597366	324.278051399008	290.380172207035	274.727621853648	460.703399854592	265.340435658559	507.800087719541	379.10780039229	362.614623203468	773.746453837521	413.004136525556	424.934428573989
"K03151"	310.58390268533	572.139425051339	350.779635844818	428.36457507751	490.362506635733	479.808173291332	516.707950009939	705.045321935973	625.687536836237	502.277272174704	729.201394649513	936.61550669686	412.607067322911	455.351616347071	418.81665628934	538.517585301501	467.645428508992	534.308165091917	444.613556008486	575.753727622833	436.705709206361	668.632667872071	448.816489500877	391.593485283814	348.196773686363	407.901857269481	301.145188508167	138.480073272068	287.558273370485	371.310808597053	557.582387418444	325.192509921742	536.492716687748	365.839709662083	321.754097239194	555.801155910254	663.294625642115	462.416405214934	557.301719663388	541.957587992861	517.430454330982	622.10492943403	331.743697854913	305.356856328094	449.589107082527	342.478260910806	303.972809773536	474.09201953297	369.565400442278	673.502996768501	661.536736996275	567.829223929204	535.741247966351	470.676458211816	432.349956237434	504.12259325739	374.993669503671	397.641213016951	582.99395936795	584.176680537324	436.327731623419	559.503814157551	492.903566332961	532.90707028121	475.685472993624	274.364586315404	679.352625122465	436.617834164842	334.521563559943	537.89513010914	615.189592090224	504.195828250123	426.197211651118	642.761241871401	311.269865638769	372.291677864471	455.032278075905	532.64623731138	392.108646831846	550.791871506875	552.784725481457	472.663116115452	481.729362843473	636.250803376053	514.260677872204	607.478780055043	484.685515659363	390.527042232984	665.410358094668	469.432562902302	420.08553387572	648.728175023624	560.589820723916	371.290206379141	384.832505289556	433.510055983732	437.122473970395	471.669926858423	519.910584517221	455.613370803583	478.956572276212	539.961851345903	496.104637947403	470.553805206825	381.72167292947	511.574336107837	255.64799977475	493.541467855368	481.994262446812	407.412793643667	512.358777362284	477.342778493086	287.132670727398	189.270721142723	167.147820897269	348.723688940169	423.650769445431	318.129009170403	370.697074152234	547.312069516564	403.66293243049	442.886717117358	495.393891955123	433.102415773599	447.174789185892	400.266301637308	388.601881799096	428.257500886035	474.193414631144	404.129720365656	358.246240263806	355.35217114183	677.287744493191	603.127472514708	582.253415371814	515.257871166443	410.196735213496	439.196729846689	522.137050864994	371.017037566375	383.416844670732	461.859362298115	567.286057002711	122.487893485827	412.559563310685	669.156755367111	455.893036233494	538.077234920748	437.387474481911	522.129707905171	551.918917456341	578.271692701157	605.640012917652	502.872384479392	385.641902062911	603.007936460928
"K03152"	293.554713122021	350.84581945894	153.417403997641	638.677691659862	338.629052290342	498.18483421176	592.060481207768	545.263748404498	379.004934326882	676.935968975146	450.705090787085	680.720836414259	553.815837726288	573.830574132945	508.522408624691	744.919842715311	465.911408323626	645.266464780413	502.900646751259	646.380687892297	608.481996450781	482.248612351575	581.386472171205	470.055316891048	598.389788793474	278.400241276891	476.403631128171	338.131021082826	490.517151419858	509.075002487607	339.196523654284	331.329032610507	600.139513640969	457.355997480353	391.702527610437	574.585735569453	508.227473892146	510.344501041636	359.887236548148	502.476395133068	494.004087371818	478.923323989653	527.21017284932	572.947020850895	551.49565874448	261.744462200022	365.099018390774	428.699134427539	389.025594200342	748.455316135015	711.967617049115	629.199581114046	440.507345399685	392.958164183881	497.419898839933	481.209351662801	354.642899556902	223.698709737999	703.073675729415	570.033408013823	546.178204857439	408.895023912117	383.019709788017	570.580051999973	704.580248204656	674.640120566253	439.907055164976	583.174966763718	589.089735306939	453.15708520189	418.796205694586	308.523138888888	458.039588967385	433.087636352406	439.832107370202	366.610560433778	440.990061699131	404.16766524043	601.039200665101	464.98165451291	789.443026045891	710.950635753951	473.161826394294	770.775177497207	758.385765629501	509.918030392894	447.902363525422	516.403086551655	402.900654581836	572.487007958655	428.437790500678	505.104732417789	482.523242249082	410.424075516672	383.185037890184	370.171737074752	281.003384800633	447.747614924619	521.960180388235	413.844563065586	473.101179858003	444.738596315447	817.10071463208	683.461815104416	443.86318671084	398.567282578328	366.853032133217	274.362862752517	390.41104112782	527.748627518415	624.42200175008	577.696588310553	333.569813508756	327.068834949944	458.961516332407	303.496844519775	339.563398580354	306.660687612977	293.589236295531	514.777457457886	395.016794681964	414.408461476563	398.599349933455	429.085151849697	605.736371345146	477.78505469102	479.276251909867	536.003704676369	513.843389338744	577.34577822994	369.282331696493	268.42847580841	438.847577254564	378.189069844133	538.937270916684	695.911626651548	513.464029804323	472.592362911349	347.12012316789	651.874887095756	622.763683596099	529.71077645124	448.634956808975	594.045805329677	403.772398049683	388.690844245683	600.48178741025	427.529161108367	434.38287038879	417.444641742217	513.344335684257	312.737889029759	480.271629790899	379.47833758169	482.69419728953	752.775479190529
"K03153"	33.6456603127842	3.83090059415886	17.1811321999993	7.26619810933593	0	0	0	8.72276777217036	3.37710697920023	13.855721153715	0	10.2634027978751	0	3.82778069826106	0	0	0	0	17.9227926362623	0	5.10855098478934	9.09178189626799	0	0	9.96903722469211	7.14359907883297	7.16563233220918	0	3.66595520666573	0	0	79.1194183568902	3.54747082999554	14.3601155295277	0	26.7530878770362	6.56214156923923	0	7.20247736496047	0	11.898155967558	0	0	0	8.97706564060038	10.9666631000656	25.6831018696748	10.1136197515935	3.68352610760614	10.25124399011	4.01180529152003	0	0	0	11.9811131798446	0	0	35.7391764240466	15.9576419127676	10.8552105804757	4.29556243872164	11.1640703906193	15.6240406508344	7.76515032853785	0	0	22.1242993887563	23.1850832731013	2.92321610938434	20.0362796312467	41.5671822372607	43.5149614341948	89.505862949808	28.008086841596	12.7194089910835	12.9422293486467	9.60047808483007	89.1427737410073	0	6.26416953831053	0	0	0	0	0	0	25.7872224359538	0	0	9.93440330772045	0	2.99049784280968	0	29.5251564432326	0	19.9452435647635	0	14.0907500475781	25.3540148795306	0	4.19928011302502	40.0042419087511	4.85687242184217	0	4.25060373374178	0	0	2.28698111798471	5.51699798131977	0	0	0	0	0	0	0	0	73.1411598631938	6.99767931162478	0	9.90377087643939	0	0	0	13.0891412775662	8.26772175216202	16.5820473285863	5.6650638656315	23.4351560580905	4.40867051722649	4.84505629622309	4.43085296529581	8.36273234597243	13.0730705961589	0	0	0	10.5241156446645	0	0	0	8.93941558822488	26.07091242361	8.14483160117489	7.51853983978297	15.2921352875578	0	12.4217484498574	0	4.60752386243897	0	18.4296845221954	75.8449501885784	38.8336375340366	0	0
"K03154"	940.835342959451	450.771862297859	582.21129981731	253.332628862351	641.358760780296	416.896727480628	574.363161377331	619.186321260332	692.112437663946	353.714613055902	126.884717640939	851.19618982775	643.888560255542	641.660270169494	518.770580365698	511.338888663896	333.634883904798	347.11172795736	264.274187537119	547.713009543512	297.797456900473	357.571399486273	424.55946403532	402.656689706199	389.491500104968	601.209121136297	618.319520989178	355.781393822125	421.495769481163	514.240066184034	607.788156866664	924.946426572229	418.585000315996	245.001154748676	826.250546890459	417.872305452149	717.467321631237	154.053518184641	430.759672701275	479.686017666574	543.086081079404	450.281066851922	632.933356175649	521.153700085987	459.334120087573	322.764666490224	562.880622478765	553.812785457414	410.94338137981	350.825926515882	860.214961540671	654.920706847499	352.196371172018	706.960595653397	514.806841932546	634.592686144553	591.853580250425	470.332085686836	233.289384308481	392.114170363597	267.971188082542	567.594097596675	627.934888381796	63.4093467248593	265.130937842937	104.080531077072	151.786659311466	184.44263210798	212.559194824845	262.191147599963	199.262378812917	550.726556709179	342.278851631793	265.528840687392	180.097826422421	272.638812610991	153.607649357281	599.736095966717	272.958502321713	365.793774057549	510.000276047294	538.853526460773	697.368610203411	62.6735061006136	359.145184039026	746.913590666749	295.51325065718	399.623135443501	155.115208739423	185.177277655909	534.01259779366	256.926990182395	325.180596310516	530.862312849323	447.796963434869	526.669973421745	524.037112042511	356.499655250736	347.581288322653	383.02244120563	313.309239614717	371.833242318866	240.441644839902	476.068248862711	430.007366591346	424.320755567949	367.828666363079	332.064963648733	342.882020327142	440.746806099099	433.887739438318	151.294654254248	358.058575633574	344.322680810557	225.452504608314	469.745048909771	590.262049632647	503.122523907424	663.141607349489	444.385106344173	450.338023626899	421.096621705423	806.076264458075	417.021278889611	427.578615067162	372.51649208653	410.666057469674	485.682567376336	328.573952829792	391.73652858576	286.864992366811	540.305055747241	679.764200421373	705.550855376988	661.490005541812	685.505850239058	352.062399302342	394.29932527761	620.070264757983	432.16659403299	298.509072919248	228.969297940315	364.56638050305	582.761524065277	343.578901878136	244.953805351424	360.646025850576	312.952730055093	627.493975771497	459.230952473185	432.002812605154	408.01762192928	491.53664554268	821.811849979316	594.484418996396	625.683515171349
"K03163"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
