"A01T1_MTG"	"A01T4_MTG"	"A01T5_MTG"	"A01T6_MTG"	"A01T7_MTG"	"A01T8_MTG"	"A02T1_MTG"	"A02T4_MTG"	"A02T5_MTG"	"A02T6_MTG"	"A02T7_MTG"	"A02T8_MTG"	"A03T1_MTG"	"A03T4_MTG"	"A03T5_MTG"	"A03T6_MTG"	"A03T7_MTG"	"A04T1_MTG"	"A04T4_MTG"	"A04T5_MTG"	"A04T6_MTG"	"A04T7_MTG"	"A04T8_MTG"	"A05T1_MTG"	"A05T4_MTG"	"A05T5_MTG"	"A05T6_MTG"	"A05T7_MTG"	"A05T8_MTG"	"A06T1_MTG"	"A06T4_MTG"	"A07T1_MTG"	"A07T4_MTG"	"A07T5_MTG"	"A07T6_MTG"	"A07T7_MTG"	"A07T8_MTG"	"A08T1_MTG"	"A08T4_MTG"	"A08T5_MTG"	"A08T6_MTG"	"A08T7_MTG"	"A08T8_MTG"	"A09T1_MTG"	"A09T4_MTG"	"A09T5_MTG"	"A09T6_MTG"	"A09T7_MTG"	"A09T8_MTG"	"A10T1_MTG"	"A10T4_MTG"	"E01T1_MTG"	"E01T4_MTG"	"E01T5_MTG"	"E01T6_MTG"	"E01T7_MTG"	"E01T8_MTG"	"E02T1_MTG"	"E02T4_MTG"	"E02T5_MTG"	"E02T6_MTG"	"E02T7_MTG"	"E02T8_MTG"	"E03T1_MTG"	"E03T4_MTG"	"E03T5_MTG"	"E03T6_MTG"	"E03T7_MTG"	"E03T8_MTG"	"E04T4_MTG"	"E04T5_MTG"	"E04T7_MTG"	"E04T8_MTG"	"E05T1_MTG"	"E05T5_MTG"	"E05T6_MTG"	"E05T7_MTG"	"E05T8_MTG"	"E06T1_MTG"	"E06T4_MTG"	"E06T5_MTG"	"E06T6_MTG"	"E06T7_MTG"	"E07T1_MTG"	"E07T4_MTG"	"E07T6_MTG"	"E07T7_MTG"	"E09T1_MTG"	"E09T4_MTG"	"E09T5_MTG"	"E09T6_MTG"	"E09T7_MTG"	"E09T8_MTG"	"E10T1_MTG"	"E10T4_MTG"	"E10T5_MTG"	"E10T6_MTG"	"E10T7_MTG"	"E10T8_MTG"	"I01T1_MTG"	"I01T4_MTG"	"I01T5_MTG"	"I01T6_MTG"	"I01T7_MTG"	"I01T8_MTG"	"I02T1_MTG"	"I02T4_MTG"	"I02T5_MTG"	"I02T6_MTG"	"I02T7_MTG"	"I02T8_MTG"	"I03T1_MTG"	"I03T4_MTG"	"I03T5_MTG"	"I03T6_MTG"	"I03T7_MTG"	"I03T8_MTG"	"I04T1_MTG"	"I05T1_MTG"	"I05T4_MTG"	"I05T5_MTG"	"I05T6_MTG"	"I05T7_MTG"	"I05T8_MTG"	"I06T1_MTG"	"I06T4_MTG"	"I06T5_MTG"	"I06T6_MTG"	"I06T7_MTG"	"I06T8_MTG"	"I07T1_MTG"	"I07T4_MTG"	"I07T5_MTG"	"I07T7_MTG"	"I07T8_MTG"	"I08T1_MTG"	"I08T4_MTG"	"I08T6_MTG"	"I08T7_MTG"	"I08T8_MTG"	"I09T1_MTG"	"I09T4_MTG"	"I09T5_MTG"	"I09T6_MTG"	"I09T7_MTG"	"I09T8_MTG"	"I10T1_MTG"	"I10T4_MTG"	"I10T5_MTG"	"I10T6_MTG"	"I10T7_MTG"	"I10T8_MTG"	"E04T1_MTG"	"E04T6_MTG"	"I08T5_MTG"	"I07T6_MTG"
"K04026"	34.2630118781563	106.261885528454	18.986956905705	0	49.5328052152448	44.4303891782052	0	4.6414727595035	24.3360595717625	14.6782068843008	4.35113522883751	19.4791855334471	21.2449469258627	37.1613709456178	33.0673133435543	12.7427833890965	0	37.7008502180255	10.9955783044554	15.7397894778968	38.7607289814457	81.8260370664119	4.95440648876785	0	51.2379192651455	13.0716642829954	44.5967902078061	0	8.7832140169986	51.5774973012649	26.9717079672342	68.0034670174924	27.644170681905	35.9475882820851	3.46990837681762	4.99811867909231	25.5255256366067	48.5851845016355	37.2437237045263	58.4617334031137	31.0638342288135	0	0	40.1028918013076	9.88300804469767	5.69360680121398	8.29399253039038	33.4845243640681	12.6140894044642	16.4349072226764	5.99199123669338	123.195809033692	0	10.7400882410375	23.7126198351091	16.5435259088486	22.7847049210665	51.3012802723552	8.47308420146954	5.71579672157793	19.3068534790744	1.99600046377739	9.15231793026821	21.539047935111	0	30.4563521266515	35.9994361885167	24.6941123999281	3.18896302841928	36.1684312461108	40.4049419444425	44.1165507627781	9.36797114811463	25.9658305093963	0	0	20.4265491166597	22.0317254188957	39.5787862939479	17.6436965006976	0	25.6219568954387	59.8177174458365	0	17.2036871494582	0	37.1946753082797	30.400623624332	0	0	47.8960065016861	30.1080369235962	37.1420571937825	10.4737558024923	6.58108685199791	48.4087682353113	20.3290258982009	37.3568722191605	62.3286199121794	0	18.9277591314942	17.6941839211784	5.19106089123498	9.11264402059102	10.0863494774538	6.94578099635298	64.7236980235034	7.16860897520768	30.6062030868454	4.72803654410181	13.5175270505439	55.6757911446103	24.0235650554788	14.4601418484972	0	0	35.5283411158354	14.6929586627832	0	10.8237881819679	16.2311800474979	2.22145210994729	0	13.0417351074919	0	60.6234134178721	4.67959617861944	20.4539237710559	21.8561916428291	36.1697264265413	40.4985871576674	224.475413197097	29.1694107277182	39.044904180528	9.49278451066611	18.4042294634317	23.2084334619356	24.4876769050434	35.7706821178797	41.8757312797574	29.2982405853522	3.49195921415034	57.3207330346898	17.5176531976038	22.710110064002	18.7955174520986	16.8666574359096	32.818923295439	15.2894582038294	5.50540030742708	0	18.2839510071173	115.712167595395	126.898019218774	41.9344080196119	32.5839047997446
"K04027"	174.721323729546	342.004445807594	172.950654373998	148.440577917411	257.999845055843	379.883461462556	567.882816919986	252.712508032125	704.178320354455	294.399778176954	29.9803829791853	238.958791228787	104.411558804723	100.078147497109	99.8833270934999	94.1755452574164	68.1801999524043	240.097045029795	105.214774585345	72.386356830812	131.504446987088	183.708200050336	128.013233910403	117.805571599184	125.764086181558	126.864221445738	176.511627287815	26.5492902141194	89.0601250680972	337.359936051721	170.296144929949	414.610285343084	121.206457523432	155.505914283486	145.365698974723	135.676674270414	150.960438391406	368.437649137402	573.605923064863	278.482887850315	703.979596843974	319.540558161936	130.559225923564	377.796454101589	149.463991138465	106.081526289856	40.1797860361134	171.770270769662	33.3519266047382	302.417706643761	139.28204678125	772.617760634229	212.901536584823	418.291000149035	376.853152081965	61.8727868990939	61.0912306808924	122.398448633429	132.786217376315	93.8465427534291	154.401737941746	117.157864513583	122.097407592897	86.9086475635044	126.526694849124	77.9016986416131	124.197195264991	107.615995084553	176.759047914551	92.7738359600009	120.61432775772	264.090800428217	112.875175216079	94.0648954302659	65.2897419694398	81.0204601500649	41.8929952792585	130.931396775152	253.713447519201	138.800678464905	31.824421987475	186.208512184632	284.877298332928	111.045675238671	113.162031027547	174.014798623956	129.30284663058	194.706633418009	56.693800902547	0	134.281228671163	151.196961542835	96.1784827300364	155.416453748243	90.5328643466148	145.226304705934	250.684420010158	196.534931332451	251.170418703175	142.233479628991	206.205390735272	267.443717996077	34.0858817556996	267.608657428798	212.93901954103	247.244443620687	271.704690661165	238.567799118655	71.0247632342755	83.3210272412672	360.939226222873	48.7441211015756	89.4988042130687	69.9975339398517	19.2311453206263	19.3654238502017	175.470529177654	215.974546848065	158.717275006144	142.384356441363	128.521691424509	28.9842246427762	139.868277710425	49.4104650591	109.098667246518	135.170054371662	78.1923319636684	138.847688213265	136.759194333774	197.090024488627	25.0866248226662	948.178584016735	98.8194393079992	184.111600916314	156.024756080017	210.194061625616	43.2417342516114	125.534098297656	105.857319992999	159.619732514275	173.55722791994	68.0046569455339	171.550325746531	49.7966737138729	169.959962546939	325.54843892214	138.230500790537	145.798590785555	193.800774652978	49.9880582237558	118.921384766086	69.9584533491872	345.169723733573	327.406254751907	148.982158449423	309.208509789753
"K04028"	83.9251302184054	243.18509530227	229.50509221752	41.2330028741177	184.30331273839	283.034026068226	216.67015681615	109.247621043738	167.982613448533	152.038453740764	22.0979002633096	44.7379096317631	257.299912768782	0	66.1346266871087	48.3397931349717	53.966572392698	208.161681474405	34.0637871741827	55.1187384338335	192.153503014734	85.7330279622327	105.360247808802	77.0826579599599	185.000628851145	90.1331363917733	115.195886803015	18.1967045287785	89.6639983420396	217.869223217918	78.3860694419022	109.712260121554	26.8557629259951	0	83.1252775984882	83.9112724524183	47.2437327021353	224.145094885696	253.387306872904	103.636709214611	189.212672365006	54.9004591981192	59.6276984196364	163.715925331181	13.1371692301469	39.23033954495	19.0325302276327	71.8437012841858	87.3254685432096	105.454297999807	66.6093087594418	536.528066650626	227.021502615197	315.785613376416	150.464249601196	128.196853431216	70.1654511376776	103.605078824965	64.9124416790548	29.3584104335594	93.7691184075592	53.2266790340637	79.7894383664408	29.6603283040872	96.499863406069	20.8745784238848	84.6854206723842	28.0029689623794	95.3822424904734	104.781443420685	69.6772418620533	71.6131936745606	128.380006976529	47.9369178635009	48.4548913946037	8.92567541285982	41.8929952792585	0	102.646159486526	60.53284149471	116.165190524624	101.58485112729	296.66730183991	140.060431240649	42.5935153960563	106.861794619737	88.8929346990332	116.221853147889	20.9431645469726	0	79.9112396611818	127.827647000386	98.4792125785791	25.3697640549258	81.4972947151522	123.59685506888	228.235452859124	100.601904097356	140.611203272596	97.2099321205336	170.004408205576	337.134985246269	30.4207331798179	259.186045246924	206.951497323234	231.762284266064	212.856209273724	143.570275779807	122.101791734328	69.0128881993852	241.183257940509	58.4405322884482	51.3470703658311	0	0	8.12796753062329	119.724028436779	181.454025015792	74.1117854367533	111.700289722116	106.333399996207	43.9292154742077	54.8598184943161	71.9828717587608	31.5426847180693	126.949534000939	35.4778687030218	83.6931083772189	61.7324484461846	180.760841534584	48.8172158711343	232.127984101544	56.9741706611572	84.3789806566787	36.4435635237067	112.44359515517	45.860720131235	28.7901094647144	55.7287568479273	43.3217164758816	64.1460086353395	32.3531187769831	149.799717793118	67.4062702731113	123.904187942612	262.525297249545	142.991773595544	61.1140625184345	42.0341761145527	32.0463599984561	42.3226789802589	106.875788286936	127.720034043974	51.9236277140489	301.498049309885	168.411193346995
"K04029"	85.3638467364352	53.4891288952219	41.2347172799984	12.3841289515638	12.3832013038112	57.2317033140376	86.490827424361	37.2000390283736	49.3719796802292	49.8707694007826	0	27.9804108349859	17.4440618826293	0	0	43.0686322298146	0	37.6738438783277	14.2621692065747	23.085024567582	13.583768807692	25.6463097073903	14.5435803379959	52.1122194658884	0	21.3392126329241	23.6486166204637	25.2063300087359	13.1410394331248	146.258754223658	16.5547502427094	31.079960374378	8.10353630773491	7.93145915875075	27.4072473241392	0	11.3090161659226	52.7348088007076	44.1751945050909	28.5446961217081	88.218564312091	34.7518058223785	22.1684522557983	25.3403780077828	0	7.79851598226885	0	0	15.1587183909555	13.5712491459979	60.2334467921096	132.052601162381	57.3936502338016	54.3745053207336	68.488025197106	11.6741107356781	16.1245604056778	130.612810538075	70.0579401048335	44.289259168341	15.4316054402377	12.72811889945	0	21.7985545367388	0	0	16.558044560207	6.91244459071347	13.4486619728864	50.8977775998485	17.4972967964537	29.1757455711173	29.8142026409961	65.5978876026854	8.67232431210236	26.3231783362307	12.2126222987238	0	52.5832446476737	25.1250456243287	19.1785593898154	28.5275396361586	91.8107228851933	0	32.971670910904	58.8897815551492	9.65831393818934	45.600935436498	15.2453918393404	17.8055074669143	9.08432204240795	28.3759003455742	48.3440863113087	15.42755922259	10.4008785213394	115.411632878888	55.1618012676327	69.4856834407286	22.7800032166341	15.2249921856385	39.4625976307764	0	6.54133684560246	37.0165788165623	21.6927362963374	12.8683874549996	26.7113674382712	24.5399092331123	19.2819079447126	0	65.7982337452314	25.5964026820676	12.1919984430284	8.44295863920969	0	30.7612309620512	56.1505693368493	47.4372665398428	32.6091855921715	33.5474136634091	32.187075893277	30.4271622332175	15.7766798284308	49.6012390554672	0	24.8031652564861	13.5004279135393	14.9617618718252	34.9699066285265	24.8521023511396	13.12672229093	268.889477093952	23.9081795903261	86.1065383054541	14.1966717607275	45.0362320987506	24.1808818618526	13.6127148012508	17.7796719960797	88.2602979624153	26.9191284679943	9.68436688724362	21.2331715144556	9.27237343521376	48.0532763673086	26.7612367532261	50.9505494830709	6.90362558078612	34.0789128639571	0	19.3309173288906	9.73722560923251	66.6912493037499	73.3524264531803	0	46.8393631496329
"K04030"	0	64.5252895257119	6.75497505299119	5.18510253433195	3.73083629025081	28.7143571704681	0	0	11.0051178483028	0	0	3.45012692922919	0	0	6.34949490307732	0	0	18.3890510678831	4.3607767971441	0	9.40622086088196	13.8456547832055	7.10701068733595	0	0	2.69329868182537	5.4032114349668	0	8.29288896265159	0	0	0	24.1331592230353	0	7.34407792374992	10.9667458395618	13.4120963651995	0	23.3476279682947	26.2352546879129	27.6803076762498	11.1340737100824	0	0	0	0	0	3.81306375747782	9.19593580710064	0	22.8918522348776	5.9693293592871	0	5.04875942954752	7.29619071849511	0	0	43.579914108914	0	0	0	3.75316326522244	4.02820465539313	15.3328815809264	0	9.10704646924384	2.52746850622362	3.31081488487247	2.27045911408493	17.4120589361808	1.32503800982854	10.6222374652126	22.5825877481483	8.06705413884157	0	14.2483258884184	4.57165623087146	22.2456256656811	9.15201771645603	0	0	11.2212949907031	11.0224737927139	27.0356300826176	0	0	2.11764003013698	28.4035023643394	0	11.3466469151905	11.4714431630407	13.6624705367579	3.22293908742058	22.3850859308169	0	11.2797129868687	0	10.6239782104755	27.8563664411975	0	4.0375687049458	0	17.0600694616466	3.47300069316231	16.7840044664349	0	62.3265240226329	7.05783576808527	12.6025542122304	0	0	5.42953996286282	10.5954272183461	0	0	0	0	21.4926126717735	32.4239061285796	3.31979614377486	12.4589015289962	0	5.20783605987035	0	18.7260707328684	17.7424101834718	10.5940857932635	6.4075722363696	1.99464273245236	3.32433731557855	0	73.7339378071021	35.4275752111195	11.5926269010085	15.4286619297444	0	2.68386630757227	8.69701223413247	17.2759146228575	2.39353805925964	12.7088394592091	44.7179254588208	17.8588802901778	6.98985548093462	18.3186523168193	6.20978974384253	5.94972705668007	0	18.3473498445953	16.4319345910451	13.710370806257	21.1116838430262	0	36.6762132265901	0	0
"K04031"	212.568685776478	264.082792437578	51.7039679289699	53.3245183830298	26.6569676921737	103.312413058058	70.4900243508542	71.2564127867438	182.914733467671	121.514850575528	0	158.424832931302	10.7208296986992	70.7211993326295	0	27.0577283651595	0	69.4620381847205	37.9924608372989	64.8670111816355	45.9373576926794	24.4546629937136	21.1486605341434	99.6997252655768	0	0	32.3564405698593	11.3252216997293	14.2956914335249	374.641067967945	89.5573325231924	41.5576742884676	62.4546800135315	0	76.8259401554777	0	41.3237563684525	171.453502332218	68.9041162124468	108.571790605783	153.230274636383	48.6853128738038	58.4351444512437	98.9709103322836	0	9.82255829827756	18.5445166320523	10.3354096584267	17.8914125226584	25.2755539650332	48.1830223156787	204.612754405251	67.3531365979025	124.385857314962	84.9904734353545	98.3098505584595	17.4682737728177	70.3983227913226	63.3030422985823	13.8900006352324	8.59112487744327	57.0440186670886	0	0	0	0	40.289051545636	0	4.87202684897391	22.2323464382873	26.415273873356	46.4581935845816	33.4818228071504	76.1523338768446	0	19.2529031632761	5.09759898309561	0	83.4730727487242	21.6383715383416	47.1472918332963	50.8204103711181	138.016119369898	91.1614634190743	72.4334552051325	79.2558310096383	42.9082471680215	24.7327107452192	9.09374250065917	0	52.9376913966005	0	31.5086057747827	51.69687769683	26.5593862241344	69.2469797273327	46.9620740521738	86.5371316053281	21.4926275559239	24.7174034721113	29.2644313062789	15.0835666213324	9.35248987015889	71.1877292165058	46.7749626389775	55.8223136296756	69.6509270674213	22.9098697663086	40.7005972447759	8.18025370328726	95.4988253663428	12.8334580940394	25.1214161467238	0	0	20.0449124063492	62.5052719890715	14.5640730604781	35.4447669480125	52.4108680239806	48.788830827704	21.2732278325461	27.0457368487385	22.6166798699542	28.6112084431558	45.1804868984319	0	71.2282834471514	87.7554052880487	76.4048105340822	59.865809235908	280.827073966391	0	143.557431758506	44.3094879488545	21.0334051010648	36.8039063183358	28.2065261647539	50.2763590742803	165.622178841362	30.3218272911958	24.8848827937737	50.9951874952556	16.8688512273222	64.6330617805905	42.8179788051618	37.5197073574315	32.2686319281689	32.7947799154602	37.1104761463603	24.0810359032975	33.0953101631718	89.0679184780345	322.677506891297	0	26.0218684164627
"K04032"	0	85.3579080474468	16.9508221168894	16.0678750455014	54.3165871668868	33.643028542404	0	0	5.87213377726606	0	0	11.654054703694	0	17.6259466935737	10.2187183596401	0	0	22.8663852409328	29.7810753774751	0	26.4845548261704	39.2293552190822	6.4407284353982	32.6467727830418	27.1670838988685	9.86833153380285	19.7975375502538	0	11.8165473163474	0	12.7179614052948	0	9.7817834720587	31.2255818355701	5.97976305253946	19.3168332662639	0	27.9593986282997	20.9526614253396	52.0686848227996	12.9798065100632	30.7181140751381	11.3422252428656	0	8.51579349305965	10.1719773681768	7.14660225938776	56.954039930424	0	0	7.38933306659421	21.44833888788	38.7917556916208	21.9287184503781	8.73862381639338	0	16.786329151056	0	55.6199967084017	0	9.46614685570139	7.00723567070786	0	19.2476598569077	31.6145291736836	29.646342761581	26.6678750193253	8.50173240519884	6.43643913992883	52.6186766705597	48.0945790151675	52.7696362821655	55.066551215821	20.772664407517	5.69525775720155	0	51.485213704136	27.1695586193496	0	10.2031348712648	0	51.5301926388711	30.2477187800055	94.0102591509203	7.95670530662441	17.9109222620652	28.1239585664324	10.8897756266264	19.1979008347249	16.3008166950624	39.6198583194095	18.1140207289771	2.59873349341422	21.5403657070125	28.0627477085194	31.2194743321777	11.7321741502055	15.5202464292165	66.855279458874	52.2209876898712	10.3992643636693	35.8479570351147	4.47292993790208	5.8086444341779	2.75916382716572	7.88635550627578	46.0472080465721	28.4015193154802	8.66602604256745	4.0739603423486	7.7650089513006	55.4588724778131	5.20477126515247	11.5336845696347	35.543277512229	11.9016667412698	8.97930213275841	58.858646814576	18.5701512483892	8.53661865542108	9.75677613244771	9.02558520176339	17.8307073961212	9.52916111854072	27.7514966509937	12.0094377230021	23.2022563380979	2.60861636500423	21.1923646187202	26.0055754560449	21.9915217601295	99.4957953177247	28.4685872232211	9.27410152080679	6.26598819478751	0	4.9168855081413	0	29.0080655980816	9.94238886154004	12.4075523168571	49.9537494183818	26.8657573145737	7.50097139554842	26.3529167361179	20.6945352107802	27.9969389926011	4.67432982032394	17.9590461441806	17.3464587783385	15.7694843321967	51.0293106794003	78.1432820124747	42.7889154310218	0	0
"K04033"	0	10.1720779309289	0	0.951988522346151	29.8466903220065	5.09250351527533	0	0	4.48356653079004	0	0	0	0	6.35916508160305	3.49731537442227	0	0	0	1.59739684815172	0	4.22525429044965	0	0.918463948006874	0	0	0	0	2.88682121757805	0	0	0	0	0	0	0	0	0	0	27.737912828778	0	0	0	2.0460484751836	5.19455164152409	0	0	0	0	3.12541609130218	0	0	0	0	3.36583961969835	0	8.82321381805261	0	0	4.19937945072832	11.5131021308076	10.9341589349278	20.4837365378904	2.21874374067108	0	0	0	0	5.82929800242504	0	0	0	0	15.2575395070559	12.5262297934776	0	7.80435940621914	33.5143962234068	0	0	0	15.1274733154961	8.2209487365044	0	0	0	0	0	0	2.9535232053423	0	0	0	0	6.50506770639123	50.8487394376591	6.62000249371779	0	0	0	0	0	0	0	0	0	0	31.9623200116066	1.51813846293572	0	0	0	2.76800076538105	3.17296216164375	1.8401320111098	11.3414446762668	0	0	11.8381770331159	15.8297017437726	0	1.26837060200228	0	0	0	17.1488749358487	6.49922512068351	27.1933752982164	24.7051314568047	35.1569114768074	12.8173647301184	0	186.56428476783	0	2.2943052670182	0	0	0	0	0	3.19138407901285	0	0	0	0	3.14879018931082	0	0	1.27844918162706	0	0	0	0	0	0	0	0
"K04034"	130.354914300839	54.0384767054971	107.910383463322	80.8606833580389	103.332936141881	106.40315777875	334.353251990296	133.608024935872	229.644702990809	90.6279386021932	6.52850829355869	99.5750833789957	79.4434169063433	131.133280689753	60.6234077965163	110.021153959693	122.090874799038	168.439273345982	124.099877995675	64.4527145773732	76.5755498930102	46.9076987673012	137.874920635436	77.9737869537166	112.066828622239	78.4984835020755	44.0671021683864	115.755255126581	53.413467176722	184.075289337326	149.886305157439	42.1322043477552	132.003306370342	52.5615437070277	52.6712390996312	45.6004009175501	84.4301438008167	253.366585799813	279.313001354753	128.226403334017	121.7622523062	72.9296813304759	215.129086863848	154.664845867935	101.275159131959	55.8487472688524	69.7158646833356	61.3779118692058	99.9966008899918	144.766877664712	75.713854843672	258.68104520988	73.4754773629171	197.970905048138	102.519396529283	104.406274853601	24.1608212625417	121.049839353053	78.6560393011698	83.4582659203087	48.5429458902442	82.3669938955284	31.2393673916572	116.829600318193	61.9420952128632	44.8932385180821	149.292650986203	36.2826730638589	62.091978542767	106.081277949302	37.4147804395198	72.4440201999304	83.704557017876	63.8409974091083	66.609927131835	82.8689013517829	58.8252105463062	23.5407477078611	137.622656702866	100.422467911041	23.5373228875008	80.7125384906357	104.252040813705	31.0544399597635	80.5890152157187	60.8579919152568	24.130071753383	98.9308429808769	33.2271360601008	38.1612112634537	92.0684900183553	70.3348338330368	100.113421745979	249.611145679043	80.4581097361723	55.7669010070786	132.773172818604	162.783361073806	61.4075073026398	140.432817164012	57.0385662429808	36.9269925311549	0	208.550763025303	169.736660383447	76.2658748032554	25.817263088873	29.5544426228751	11.9189664315949	116.926529509274	72.4473847606739	98.2161123774853	95.0432364947811	23.8554510027531	14.3067280552368	53.4059543763971	50.4209194045177	193.518915155915	19.7034354031248	121.398225148794	100.086163157166	89.3024604414696	147.695657462323	129.609412566089	97.9560944257407	117.73186489107	145.581190960882	177.567833423664	155.693279104374	152.262167420287	67.0632544764345	63.864900232684	14.0542158230613	376.89910374317	75.7732386854201	253.548137854654	62.3151776906741	35.093522506737	37.3098001701715	112.852986397331	207.132657921217	51.324250597714	99.1315804237456	27.6370742195206	123.693966201008	86.1156675282709	65.2280851956397	40.7253583241837	66.4009381602442	40.9128452724192	141.999890367124	50.5088723184821	135.493843305637	153.991209453439	83.0664324478825	226.010360913924
"K04039"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.71084460157668	0	0	0	0	0	0	14.2510466101545	4.70417577691424	31.3009665991549	0	2.63617066488404	0	0	0	0	0	0	0	0	0	0	4.0628851760712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.8023169492075	17.8146512672807	4.96921288022781	20.422832030253	10.0381857382375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K04041"	208.834565550804	420.635250262447	282.405285065721	438.470077324462	370.314595674524	364.554298858456	450.459102164638	535.876887234667	545.144083620858	631.636943685092	648.715087234574	551.171046663321	347.632475738138	485.143608594333	290.694209516082	523.784041691143	553.239641021251	420.437255088284	457.435747239253	401.616838337462	446.249615010816	432.430483844162	477.621740612947	521.138469555656	334.626219659505	359.08099925586	390.543620084559	473.952902968059	356.775520747293	425.885589404966	409.55441030722	335.214649059582	376.305371939088	268.722737762	370.372030238648	411.560332936469	347.842719231449	659.960305865058	496.981148165594	397.982236755705	517.43511837609	538.056459510308	554.49852629166	447.475803296407	504.489774739745	270.606840774553	364.087537623686	302.108505588419	307.963107718088	462.537501275881	275.685907529327	451.528175827169	506.334107887331	507.79890894028	415.78959038059	382.819585017665	255.760427132524	246.474808921486	318.800815270926	330.378877826766	329.712306318603	386.919777103231	355.839208889778	254.040435757577	349.181468736149	390.995281933447	290.312724355776	336.820115158432	319.18387897217	447.222308651456	303.598084854206	371.741483316985	367.332113819841	309.188797329791	459.530701872571	361.178493450607	232.626968978575	284.423288806702	397.479644580841	436.991704622199	438.832926785152	291.802634039518	554.872103370699	396.583490803579	407.326738541039	503.301726017638	487.600347314904	458.359899717148	461.037907325136	372.689477338517	417.577636395743	406.365309017484	458.492924371322	374.274748699384	230.883378886823	336.62910133522	393.507721497124	402.659116791632	306.046234996075	520.357031397111	485.994148612406	400.873609291035	413.744372374522	468.632877146586	519.537217037826	394.404487848266	305.775604456035	390.89633427168	448.368412344902	395.570874895341	539.292241217774	466.74794845793	277.493233940419	231.635544609378	276.743379988265	364.992840951022	359.220387096957	307.996103554508	202.269687183014	411.224766454854	364.262816562795	392.84261312405	253.350400344034	375.355238567806	385.421801203648	338.136349202765	485.354014029327	548.847000556514	398.985588138872	399.597487161662	397.457865290226	135.101150554252	412.375894524549	419.021700772912	446.689074469454	562.038084154412	489.654222777488	373.084314081395	236.448819813704	373.854580267005	447.716594152871	473.619837046556	438.315783702885	93.1077825274829	258.364369039815	478.941619422482	479.342175302754	484.838325520253	336.883686962879	422.544343475884	549.572779320819	473.148612645618	550.032634763192	281.174181035969	434.402546157608	518.116694986819
"K04042"	873.81662023875	597.107953672754	624.138451245901	546.10708758712	507.565953821336	558.902590883365	481.250166248384	875.409728028451	809.14382392008	736.087825423175	554.440225657439	798.67858667853	669.975214408872	428.975774068124	478.980703160197	529.876531460418	588.747879461171	650.291249073159	482.127952856866	458.369318975366	600.077902722355	593.724642231625	448.546573726503	604.226640188778	525.973376942209	472.685391606751	606.955255292668	111.44307615069	529.71461789707	718.694256331779	574.273640812627	609.512556230858	595.096288391162	508.739067546808	726.328911603573	515.360196817771	620.555168915205	493.949375766627	455.813265241592	454.413487577076	591.120046600858	599.465711014086	402.055059546714	399.499482867931	626.227848934743	352.861325154476	337.190063530548	498.504392801439	361.337367747265	698.809587136102	666.9430891748	676.873103374939	470.405401827066	556.383372904403	658.947109536623	563.360574945043	463.46383842477	592.432746564775	495.415733902389	582.076449535055	521.806816886824	549.891369304089	683.821622069226	626.474825471023	520.548982512973	751.33775013803	655.731570897856	756.040225168661	686.739255854865	508.670174602837	575.950979887896	599.031515239283	506.749617476897	763.286092145345	349.912409982673	361.940923775378	304.515036554668	664.549594796765	471.731469729717	583.94282866885	538.060088789467	565.144181624442	694.405226576253	792.771827784312	675.497645928269	1004.25446899402	605.647733059635	443.662530690838	629.439817054029	506.638239109622	439.40786372698	495.75791916148	511.521988857778	556.827612761316	578.774882948738	567.070441067431	575.256441193375	575.552962011546	640.87197994808	505.874740355329	581.516948599978	647.404700534085	413.6607174943	900.427829827379	522.29564309185	782.730417709315	569.948801942588	672.394940478755	623.681973934247	559.457351071763	599.810043839374	486.73201648454	599.959083312298	253.808706775773	601.226332655371	537.241178544717	733.660244042002	655.664478232471	644.979915320858	660.986063640203	609.555467220035	491.212604685899	519.011160000871	451.381316141403	673.726093394606	371.618193294775	378.936464709584	417.490120815852	507.432304767851	454.55147541617	424.367378149443	281.433364183263	582.457761726846	419.610766836084	598.584756360797	537.860039357656	337.923789246558	585.991850112633	535.84566831465	492.197444776567	548.089110401552	502.97913357484	567.917437400574	375.554923852634	431.254959048302	651.409354138038	478.551432088214	593.160750869577	575.100991250838	579.821548831491	545.413311375824	667.916808610412	479.218318281145	476.43287932615	536.975502960541	841.196725952591
