"rep_i","rep_j","RF","wRF","path","nodal"
1,2,0.761904761904762,0.32696544022017,0.560544134251505,0.383379256878858
1,3,0.80952380952381,0.385246849802103,0.660431838092288,0.570200292698811
1,4,0.761904761904762,0.311180103671206,0.534166965006784,0.486465599987408
1,5,0.857142857142857,0.386923218852402,0.588323567487136,0.669879578332152
1,6,0.80952380952381,0.33335281219557,0.603623808449981,0.357634535812915
1,7,0.80952380952381,0.362390700311034,0.679710290511594,0.464481420003951
1,8,0.571428571428571,0.251554211893383,0.442773793509558,0.490519465416934
1,9,0.714285714285714,0.315520735318696,0.617315986635389,0.578232360827491
1,10,0.904761904761905,0.383111972631283,0.668437364783192,0.791184406517488
1,11,0.523809523809524,0.298901428509191,0.545776822909815,0.514618435121142
1,12,0.666666666666667,0.275875686625013,0.546820041745647,0.334849034641816
1,13,0.761904761904762,0.30818779330389,0.579539697862171,0.331150395295399
1,14,0.857142857142857,0.388515665510535,0.644122361839175,0.80398807799013
1,15,0.714285714285714,0.333926403511655,0.569954405471271,0.330054698562782
1,16,0.714285714285714,0.347015764626903,0.576911386367408,0.403272794130323
1,17,0.666666666666667,0.300815321291132,0.715386689491438,0.427913366680059
1,18,0.666666666666667,0.353556051785275,0.510899439304906,0.605381679740349
1,19,0.80952380952381,0.380643438368225,0.619772975397794,0.745833014525006
1,20,0.904761904761905,0.394604212486588,0.722783794349223,0.738101731021268
1,21,0.80952380952381,0.308909982370661,0.539827170361202,0.420618386102967
1,22,0.523809523809524,0.233945373170092,0.592506396410397,0.320797171287817
1,23,0.714285714285714,0.314953367965379,0.545776822909815,0.327654262231825
1,24,0.904761904761905,0.330933597091351,0.628599059906632,0.287060115680149
1,25,0.904761904761905,0.40274826497671,0.704684714686265,0.605415443067367
1,26,0.761904761904762,0.326013514872747,0.579539697862171,0.546678201318499
1,27,0.761904761904762,0.384443817140833,0.555095216236049,0.767108423721916
1,28,0.619047619047619,0.30369548590109,0.55097316501934,0.31943891951787
1,29,1,0.443829574969284,0.774547617747324,0.781649465617344
1,30,0.714285714285714,0.309308123382328,0.474261544043005,0.406588376830644
2,3,0.952380952380952,0.417895426078434,0.71005586491979,0.544197783476771
2,4,0.761904761904762,0.285734906521369,0.558166777921872,0.252402158751211
2,5,0.714285714285714,0.328043393889039,0.635810757339742,0.593287162524594
2,6,0.714285714285714,0.275644260246095,0.538770411428656,0.246557828706341
2,7,0.714285714285714,0.256242933942721,0.538417697537216,0.188158989757674
2,8,0.714285714285714,0.298151650921558,0.431914519292515,0.283134643285251
2,9,0.80952380952381,0.307807985053939,0.622525496603129,0.3779075056556
2,10,0.80952380952381,0.355530816812521,0.561898107562817,0.614674967217629
2,11,0.761904761904762,0.347346038274903,0.593467477977027,0.561606294901788
2,12,0.761904761904762,0.282462144815341,0.514235053229168,0.242940395624717
2,13,0.666666666666667,0.250884228323444,0.524114537703562,0.212643022215287
2,14,0.80952380952381,0.389281911776283,0.678311420351098,0.720924842205112
2,15,0.666666666666667,0.268578792444415,0.493113672721538,0.249675548823163
2,16,0.761904761904762,0.361310136790962,0.583134283596126,0.522030506863659
2,17,0.952380952380952,0.37921439256786,0.754923052098468,0.316986632531174
2,18,0.619047619047619,0.253005727942862,0.535942200757872,0.495727676189615
2,19,0.857142857142857,0.365873143943535,0.714589601010496,0.675979685623038
2,20,0.857142857142857,0.373641305744196,0.714589601010496,0.669475519972264
2,21,0.761904761904762,0.290179699165888,0.500759301880108,0.208697347517278
2,22,0.714285714285714,0.313451484263391,0.650870354867223,0.258299828820036
2,23,0.857142857142857,0.360409315183845,0.609885633805379,0.330614013934416
2,24,0.714285714285714,0.235994779574025,0.55097316501934,0.240309360180999
2,25,0.904761904761905,0.39674741194878,0.707106781186548,0.588140891902571
2,26,0.666666666666667,0.309282611497909,0.491183670510627,0.295636918989332
2,27,0.619047619047619,0.336501999416167,0.571618509466534,0.628684655830854
2,28,0.714285714285714,0.319359999562671,0.587354069051719,0.3203127188951
2,29,0.666666666666667,0.377897226012237,0.710323356308039,0.701114225264874
2,30,0.714285714285714,0.27575113905448,0.480232339918868,0.210471050508848
3,4,0.80952380952381,0.35002014958062,0.654363423001089,0.564714302058985
3,5,0.904761904761905,0.421585103165947,0.714323707196264,0.701842593977393
3,6,0.904761904761905,0.443957501519974,0.751644600102483,0.562120090344125
3,7,0.952380952380952,0.451601076059412,0.82051951813181,0.580235801063558
3,8,0.857142857142857,0.39543508173877,0.638196547175514,0.567908440204917
3,9,0.857142857142857,0.381757116832836,0.752654875558597,0.686789664528157
3,10,0.904761904761905,0.379007709791365,0.669573197997951,0.766411568239366
3,11,0.761904761904762,0.394823529574905,0.731405774720731,0.642838613739532
3,12,0.714285714285714,0.355780860303365,0.607388650407939,0.492688733637024
3,13,0.857142857142857,0.370673579285353,0.711392316064507,0.537123146318965
3,14,0.80952380952381,0.382567633585886,0.721994872381155,0.672806600516666
3,15,0.857142857142857,0.397457777819556,0.704684714686265,0.53452960221723
3,16,0.714285714285714,0.37283580240508,0.626176703844602,0.594142454285243
3,17,0.904761904761905,0.386717633224342,0.814710868585965,0.563283751165907
3,18,0.904761904761905,0.417727755416976,0.714323707196264,0.703793796407567
3,19,0.80952380952381,0.40194141030797,0.706838072538735,0.659617438275164
3,20,0.904761904761905,0.396432843121241,0.770613382184888,0.739431525573627
3,21,0.952380952380952,0.398593821602238,0.662442289738542,0.585800473748237
3,22,0.761904761904762,0.354390662965185,0.784539049223708,0.578799445563924
3,23,0.952380952380952,0.443021300326414,0.797030964682436,0.576372867070468
3,24,1,0.420971842487825,0.728282319418861,0.552927046077473
3,25,0.857142857142857,0.401103189040019,0.693817684066502,0.609234445664354
3,26,0.857142857142857,0.385350219187508,0.676348141500099,0.610055218868798
3,27,0.714285714285714,0.368747580685471,0.539827170361202,0.674793031224232
3,28,0.857142857142857,0.438764354768777,0.681663886013804,0.562331939554057
3,29,1,0.441932456808798,0.826747021946782,0.759739558570609
3,30,0.761904761904762,0.381361438940817,0.601416767025641,0.511544403898342
4,5,0.904761904761905,0.388360477110322,0.511271137745711,0.651418166631337
4,6,0.619047619047619,0.279726116294229,0.50828993951679,0.370694834403815
4,7,0.666666666666667,0.280245641159846,0.618545700974899,0.266555125723629
4,8,0.761904761904762,0.275344276334544,0.472254503535353,0.323865471647793
4,9,0.761904761904762,0.266999446177897,0.632215191712615,0.33975200462006
4,10,0.761904761904762,0.340294122842089,0.609885633805379,0.650042016585813
4,11,0.761904761904762,0.34250058611725,0.589613752298652,0.652438864169072
4,12,0.761904761904762,0.262686136623473,0.551317846419971,0.321767029283926
4,13,0.761904761904762,0.279549069949142,0.598567184843971,0.301120589552104
4,14,0.904761904761905,0.386659152558156,0.609885633805379,0.72132090622731
4,15,0.571428571428571,0.227317683611264,0.534522483824849,0.280215243736844
4,16,0.666666666666667,0.334532879553636,0.539827170361202,0.634167729241895
4,17,0.857142857142857,0.334648473957736,0.728282319418861,0.327094182808953
4,18,0.761904761904762,0.311615771893006,0.540178963927612,0.590558054715025
4,19,0.714285714285714,0.352014628387851,0.538770411428656,0.721402678384069
4,20,0.857142857142857,0.376068528477113,0.637004769203373,0.734463739829351
4,21,0.80952380952381,0.269796148229552,0.50828993951679,0.222011875559237
4,22,0.523809523809524,0.238531060774629,0.612372435695795,0.287353238835528
4,23,0.80952380952381,0.321632601272373,0.640276820832078,0.355361547232357
4,24,0.857142857142857,0.281985442860727,0.608638422615006,0.363202894989599
4,25,0.761904761904762,0.371148612156831,0.602678923224033,0.640994953133703
4,26,0.619047619047619,0.225048937474616,0.484956050401136,0.205131137968527
4,27,0.571428571428571,0.336161900050358,0.53309898600108,0.629811683145107
4,28,0.666666666666667,0.313114033473173,0.537358166767843,0.421578445417937
4,29,0.857142857142857,0.41425400406035,0.696277553573962,0.769244737779467
4,30,0.714285714285714,0.272257045794148,0.462499486568351,0.281144080383176
5,6,0.904761904761905,0.375539487721784,0.637004769203373,0.54019164491791
5,7,0.80952380952381,0.387178517749776,0.656681812630374,0.610198806465351
5,8,0.714285714285714,0.360362131669556,0.55097316501934,0.529885525812911
5,9,0.857142857142857,0.385668355330579,0.607701334418564,0.85514155147425
5,10,0.80952380952381,0.343287525741337,0.687214986514387,0.361243203078753
5,11,0.857142857142857,0.358400285526452,0.645006538455585,0.382141583380184
5,12,0.904761904761905,0.394680615386133,0.56761646368655,0.535621793470106
5,13,0.80952380952381,0.352752207300634,0.676067207680503,0.608189992707654
5,14,0.761904761904762,0.400108238389853,0.575262593666347,0.901819263363682
5,15,0.857142857142857,0.400182073561979,0.683055890498042,0.614288247466961
5,16,0.952380952380952,0.40759210836658,0.617315986635389,0.697092869752416
5,17,0.952380952380952,0.426655145909965,0.827895122794249,0.663315246304035
5,18,0.761904761904762,0.298365228416874,0.655813376968124,0.288841400329052
5,19,0.761904761904762,0.314642707629249,0.602678923224033,0.368208107810784
5,20,0.952380952380952,0.360614262690591,0.667299598231104,0.343429245262509
5,21,0.904761904761905,0.397571854331155,0.568953606796662,0.619045118108965
5,22,0.904761904761905,0.39124782709316,0.798697648131444,0.682419707523117
5,23,0.80952380952381,0.385066805286074,0.594746504197645,0.645134516504728
5,24,0.714285714285714,0.318093908732901,0.629505040285367,0.577099359520244
5,25,0.904761904761905,0.36507445466254,0.593787492817203,0.340988318657264
5,26,0.80952380952381,0.38319862218242,0.576582005018053,0.737195066226817
5,27,0.761904761904762,0.37437867730918,0.60015195644159,0.68149099239847
5,28,0.857142857142857,0.379065642939033,0.542985107298276,0.542530808051418
5,29,0.80952380952381,0.361347931339176,0.738642474521452,0.373380438853565
5,30,0.80952380952381,0.375969007933986,0.57128607645821,0.538862395460686
6,7,0.380952380952381,0.209922335225637,0.379469314288155,0.240908284609889
6,8,0.857142857142857,0.338026640889901,0.539827170361202,0.322362195554063
6,9,0.80952380952381,0.355775672426209,0.597614304667197,0.539706294431153
6,10,0.857142857142857,0.376546674211751,0.593467477977027,0.58500398419409
6,11,0.666666666666667,0.305216904063977,0.539827170361202,0.449110985892386
6,12,0.666666666666667,0.307221000371241,0.506792764130543,0.269185372629613
6,13,0.476190476190476,0.261072146798143,0.437160636942991,0.256176938471279
6,14,0.80952380952381,0.385568409536182,0.688319834472955,0.772778491184259
6,15,0.761904761904762,0.333473894369745,0.556803731252565,0.29807862098271
6,16,0.666666666666667,0.330950221262632,0.569954405471271,0.450746168705901
6,17,0.857142857142857,0.389169246433994,0.622525496603129,0.368723649625248
6,18,0.523809523809524,0.21461359076237,0.459615274558954,0.407159504152002
6,19,0.714285714285714,0.332849394859202,0.612682576225019,0.610209989347623
6,20,0.714285714285714,0.358560720815047,0.583459965991578,0.590493096015853
6,21,0.80952380952381,0.335990719189574,0.447892735747704,0.305156845472588
6,22,0.714285714285714,0.331845286038575,0.587030547094344,0.323747209181901
6,23,0.857142857142857,0.384654398704447,0.617315986635389,0.374939945713301
6,24,0.666666666666667,0.259725539033272,0.525562370676521,0.233388779555664
6,25,0.80952380952381,0.39359930777014,0.658126658849302,0.505699862327901
6,26,0.619047619047619,0.317753792973024,0.424818931569746,0.42649820100505
6,27,0.857142857142857,0.385085636640487,0.618852747755276,0.670781069534058
6,28,0.666666666666667,0.315184854291203,0.459615274558954,0.27105980672713
6,29,0.952380952380952,0.423783711528778,0.775772974656044,0.648869265576621
6,30,0.619047619047619,0.261705870237167,0.415779196720485,0.215512745132543
7,8,0.80952380952381,0.328028205836057,0.607701334418564,0.269492997873154
7,9,0.857142857142857,0.352121787902816,0.653201142468992,0.409835073759625
7,10,0.80952380952381,0.376744655239093,0.652328073053442,0.589733502011307
7,11,0.761904761904762,0.335770383328299,0.672969195427191,0.58934642566656
7,12,0.714285714285714,0.306501471547837,0.593467477977027,0.312780537470261
7,13,0.619047619047619,0.286318631337646,0.521571159252631,0.280875078648466
7,14,0.80952380952381,0.371813962746567,0.708180596203331,0.729954909530711
7,15,0.714285714285714,0.291208814608235,0.628296776138295,0.320077351848192
7,16,0.714285714285714,0.373911542564126,0.634614498975583,0.579539478702258
7,17,0.857142857142857,0.36325194841733,0.693817684066502,0.333790308423553
7,18,0.523809523809524,0.206914522108865,0.500379794965511,0.494666963339237
7,19,0.761904761904762,0.362968022914487,0.725930908482741,0.670749379660856
7,20,0.761904761904762,0.36809548107129,0.669289420406058,0.669203812387954
7,21,0.80952380952381,0.314212491731607,0.555095216236049,0.252315875652187
7,22,0.761904761904762,0.331110625693264,0.672969195427191,0.316140185272146
7,23,0.80952380952381,0.337079253151859,0.62374494046836,0.376317239695448
7,24,0.619047619047619,0.232204554515355,0.547167339361952,0.31418804286182
7,25,0.857142857142857,0.395403782319083,0.734257270036752,0.612952662852328
7,26,0.666666666666667,0.322294492637111,0.502274462080603,0.282093158068996
7,27,0.904761904761905,0.41602988910165,0.688319834472955,0.636569453590085
7,28,0.714285714285714,0.321574588779965,0.560544134251505,0.383606934571783
7,29,0.952380952380952,0.440003484628982,0.846726218298335,0.718548701394342
