"rep_i","rep_j","RF","wRF","path","nodal"
1,2,0.285714285714286,0.111144502228078,0.566352113954854,0.243786022316782
1,3,0.333333333333333,0.109568729890635,0.613270437026617,0.244988922914411
1,4,0.285714285714286,0.115304904498703,0.566352113954854,0.288649950007583
1,5,0.285714285714286,0.103805635877755,0.566352113954854,0.411443233839893
1,6,0.19047619047619,0.0765632718160485,0.463782642649163,0.228195943844776
1,7,0.19047619047619,0.104863780847777,0.535530067157941,0.211969307916664
1,8,0.238095238095238,0.0932869558521029,0.463782642649163,0.373971783445051
1,9,0.285714285714286,0.081468399902879,0.566352113954854,0.21954278500007
1,10,0.142857142857143,0.0840916176243526,0.323113781388647,0.323860777975273
1,11,0.142857142857143,0.0935887961486107,0.323113781388647,0.25566990237003
1,12,0.238095238095238,0.086286437150483,0.570776807098898,0.327273150396472
1,13,0.285714285714286,0.0817488640747915,0.617358951884314,0.206003295928738
1,14,0.333333333333333,0.0937941331586548,0.660664807161229,0.24416270374723
1,15,0.285714285714286,0.100110382628825,0.5795248541726,0.433097932030698
1,16,0.333333333333333,0.0967332054768886,0.672926584910453,0.30886497214511
1,17,0.238095238095238,0.0877183836056506,0.463782642649163,0.251544291350503
1,18,0.142857142857143,0.0992011413203194,0.465136755436357,0.243462072415054
1,19,0.238095238095238,0.0862550966817753,0.552865605150556,0.254015393553477
1,20,0.285714285714286,0.0962902280708611,0.617358951884314,0.249986096422374
1,21,0.19047619047619,0.0891415186285662,0.552865605150556,0.163972910232488
1,22,0.333333333333333,0.129830198665267,0.613270437026617,0.27863098385698
1,23,0.238095238095238,0.0791399134475377,0.63740827432353,0.235087756647372
1,24,0.333333333333333,0.0965480618045627,0.613270437026617,0.213168093443166
1,25,0.238095238095238,0.113148941640134,0.463782642649163,0.295490622656476
1,26,0.238095238095238,0.094280443496386,0.515178420580139,0.214532690234855
1,27,0.333333333333333,0.115174800024051,0.660664807161229,0.541057082260108
1,28,0.285714285714286,0.092700252926627,0.520038701994695,0.204036206119245
1,29,0.238095238095238,0.098806753818204,0.463782642649163,0.250544753025296
1,30,0.238095238095238,0.0930753967837835,0.515178420580139,0.26390020122893
2,3,0.0476190476190476,0.0932246790728688,0.235257118807669,0.265765933376265
2,4,0.0952380952380952,0.102047304241079,0.332703808062624,0.221516532940595
2,5,0.142857142857143,0.0971601129694207,0.40747728261715,0.407211709090014
2,6,0.238095238095238,0.099705240618863,0.448617723273635,0.260104374151731
2,7,0.19047619047619,0.126852261303199,0.447213595499958,0.30992603710413
2,8,0.142857142857143,0.102199943155147,0.40747728261715,0.342321455004275
2,9,0.142857142857143,0.0869397157267289,0.40747728261715,0.260098128223618
2,10,0.142857142857143,0.113997480644372,0.40747728261715,0.373033186355458
2,11,0.142857142857143,0.120355283373123,0.40747728261715,0.353860125463896
2,12,0.19047619047619,0.097761801575008,0.516397779494322,0.253564120193036
2,13,0.142857142857143,0.103349432412539,0.459696372312183,0.290087872292799
2,14,0.142857142857143,0.107485802959518,0.459696372312183,0.238381949267068
2,15,0.142857142857143,0.129940899274763,0.459696372312183,0.39715350513974
2,16,0.238095238095238,0.119239139448994,0.505317634710768,0.294337405137836
2,17,0.142857142857143,0.104247485438072,0.40747728261715,0.300945763715739
2,18,0.19047619047619,0.135741685066822,0.447213595499958,0.242945832423328
2,19,0.285714285714286,0.103967929315991,0.661616088873755,0.346960658933895
2,20,0.238095238095238,0.12020951114094,0.567461521705527,0.356756039811316
2,21,0.285714285714286,0.106519181576457,0.501569862575519,0.234003864962085
2,22,0.19047619047619,0.110167334239802,0.470514237615337,0.337881799912293
2,23,0.142857142857143,0.104367174352278,0.459696372312183,0.313002121116063
2,24,0.19047619047619,0.120699210848919,0.470514237615337,0.33935680026675
2,25,0.142857142857143,0.127743798871112,0.40747728261715,0.360662094398507
2,26,0.142857142857143,0.114298364119512,0.40747728261715,0.349581902935233
2,27,0.238095238095238,0.120601110020145,0.567461521705527,0.517143739691749
2,28,0.19047619047619,0.114843931114613,0.470514237615337,0.304823636560755
2,29,0.142857142857143,0.0861938856525023,0.40747728261715,0.252547710530517
2,30,0.142857142857143,0.106638915217061,0.40747728261715,0.245113492718317
3,4,0.0476190476190476,0.0954942927949026,0.235257118807669,0.237373182245747
3,5,0.142857142857143,0.0985120534397782,0.40747728261715,0.449958140463242
3,6,0.285714285714286,0.0950857021962563,0.506560730401505,0.188915387450392
3,7,0.238095238095238,0.137531713244107,0.505317634710768,0.307227884070146
3,8,0.19047619047619,0.09961075777423,0.470514237615337,0.320359250192818
3,9,0.142857142857143,0.107686390913606,0.40747728261715,0.338735984177116
3,10,0.19047619047619,0.111931335352849,0.470514237615337,0.403728748406703
3,11,0.19047619047619,0.104393122594689,0.470514237615337,0.331144006209466
3,12,0.142857142857143,0.109494436665676,0.459696372312183,0.363309480228598
3,13,0.142857142857143,0.0754244797677546,0.459696372312183,0.220954732475612
3,14,0.142857142857143,0.0838108808573199,0.459696372312183,0.312276401873655
3,15,0.142857142857143,0.113411791775642,0.459696372312183,0.51615597558434
3,16,0.238095238095238,0.118167967503526,0.505317634710768,0.33642747410776
3,17,0.0952380952380952,0.0852398405518376,0.332703808062624,0.21690905492386
3,18,0.238095238095238,0.130504445231519,0.505317634710768,0.31924535035964
3,19,0.238095238095238,0.112087240260136,0.618376856865551,0.394690496211393
3,20,0.238095238095238,0.0932016105535375,0.567461521705527,0.323978447063611
3,21,0.285714285714286,0.091186870832383,0.501569862575519,0.20770533265458
3,22,0.142857142857143,0.0997851133927126,0.40747728261715,0.231059352108583
3,23,0.19047619047619,0.0904008408789088,0.516397779494322,0.202604852079935
3,24,0.142857142857143,0.108138721589397,0.40747728261715,0.321892929001501
3,25,0.19047619047619,0.108642473736901,0.470514237615337,0.292330930050036
3,26,0.19047619047619,0.0749100347756874,0.470514237615337,0.239301951634488
3,27,0.19047619047619,0.117146329348831,0.516397779494322,0.582159093409046
3,28,0.142857142857143,0.0904786307924227,0.40747728261715,0.270515578252304
3,29,0.0952380952380952,0.0817430590097991,0.332703808062624,0.307979652965882
3,30,0.142857142857143,0.0859298211310227,0.40747728261715,0.29795935579833
4,5,0.0952380952380952,0.10398678202631,0.332703808062624,0.423886976895647
4,6,0.238095238095238,0.0851704460912478,0.448617723273635,0.1993497744477
4,7,0.19047619047619,0.123542444952225,0.447213595499958,0.327986410216495
4,8,0.142857142857143,0.0826175247104071,0.40747728261715,0.227494711530218
4,9,0.142857142857143,0.0936494902991425,0.40747728261715,0.299450282904519
4,10,0.142857142857143,0.108451124059113,0.40747728261715,0.36282034377396
4,11,0.142857142857143,0.128321101839248,0.40747728261715,0.438661759353215
4,12,0.0952380952380952,0.107589774966277,0.394936504728666,0.319841439982889
4,13,0.0952380952380952,0.0969100965785129,0.394936504728666,0.323407031011135
4,14,0.19047619047619,0.113944429625654,0.516397779494322,0.283407991344384
4,15,0.0952380952380952,0.129404349029777,0.394936504728666,0.490738897246443
4,16,0.19047619047619,0.119416365393802,0.447213595499958,0.369963054067096
4,17,0.0476190476190476,0.119947145530461,0.235257118807669,0.320940020054819
4,18,0.285714285714286,0.177568894040529,0.55739736624725,0.351504976513635
4,19,0.238095238095238,0.12003422824702,0.618376856865551,0.427572318581125
4,20,0.19047619047619,0.106766509664004,0.516397779494322,0.367950994951198
4,21,0.238095238095238,0.0926718454553641,0.442974508402391,0.242868127010171
4,22,0.142857142857143,0.10129340705659,0.40747728261715,0.312831578526923
4,23,0.142857142857143,0.100143841495572,0.459696372312183,0.306574092182788
4,24,0.0952380952380952,0.0963115738389711,0.332703808062624,0.373752291305528
4,25,0.142857142857143,0.128733568125049,0.40747728261715,0.362074836393831
4,26,0.19047619047619,0.103821335362334,0.470514237615337,0.378394233259945
4,27,0.142857142857143,0.0852608755637742,0.459696372312183,0.493956471037728
4,28,0.0952380952380952,0.0983725074676939,0.332703808062624,0.303921182296078
4,29,0.0476190476190476,0.0930513008398935,0.235257118807669,0.350085406411278
4,30,0.0952380952380952,0.102156604797959,0.332703808062624,0.307060941444382
5,6,0.238095238095238,0.0942762657237691,0.448617723273635,0.387409503783518
5,7,0.19047619047619,0.0992527595453118,0.447213595499958,0.431466600834476
5,8,0.19047619047619,0.0953205266250558,0.470514237615337,0.413160286332117
5,9,0.0952380952380952,0.0528422285866009,0.332703808062624,0.281146603287002
5,10,0.142857142857143,0.0909161274719504,0.40747728261715,0.326194180920307
5,11,0.142857142857143,0.110637930076023,0.40747728261715,0.593836551912722
5,12,0.142857142857143,0.0627918659762639,0.459696372312183,0.293657700673468
5,13,0.0952380952380952,0.0868109213620425,0.394936504728666,0.51851778935797
5,14,0.0952380952380952,0.0991778256863369,0.394936504728666,0.456337854558926
5,15,0.0952380952380952,0.0872244714085711,0.394936504728666,0.312482895930011
5,16,0.19047619047619,0.0810600708812046,0.447213595499958,0.386308196846425
5,17,0.142857142857143,0.0955754091253445,0.40747728261715,0.559950051039918
5,18,0.285714285714286,0.122564120312499,0.55739736624725,0.400461601554226
5,19,0.238095238095238,0.0973586570611616,0.618376856865551,0.399378409177745
5,20,0.142857142857143,0.105623826694164,0.459696372312183,0.444991686543951
5,21,0.19047619047619,0.0948572489481344,0.375340516257776,0.383586296852045
5,22,0.19047619047619,0.113957413938786,0.470514237615337,0.571428952251373
5,23,0.19047619047619,0.105877160572444,0.516397779494322,0.571633607982968
5,24,0.19047619047619,0.122759778041455,0.470514237615337,0.408677965489601
5,25,0.19047619047619,0.11284879803924,0.470514237615337,0.404540338945918
5,26,0.19047619047619,0.101106056586833,0.470514237615337,0.430867076496785
5,27,0.142857142857143,0.108159214822048,0.459696372312183,0.341488601445137
5,28,0.19047619047619,0.101254249129562,0.470514237615337,0.429393158874372
5,29,0.142857142857143,0.106309095835154,0.40747728261715,0.504163872218348
5,30,0.0476190476190476,0.100080684345382,0.235257118807669,0.400848060156432
6,7,0.142857142857143,0.0832852664955534,0.330808044436877,0.278668592271155
6,8,0.238095238095238,0.0819772114132055,0.448617723273635,0.241689537540758
6,9,0.238095238095238,0.0761091828990473,0.448617723273635,0.2475613130718
6,10,0.142857142857143,0.0775854040834795,0.300941917545311,0.293745276617999
6,11,0.142857142857143,0.0965310695444001,0.300941917545311,0.398550864767777
6,12,0.19047619047619,0.079136128366493,0.442974508402391,0.30259030715809
6,13,0.238095238095238,0.0852282067307759,0.501569862575519,0.305388104699529
6,14,0.285714285714286,0.0991461490553189,0.554002020748761,0.261116569050033
6,15,0.285714285714286,0.129970958450886,0.563010774386665,0.502112080429871
6,16,0.285714285714286,0.0879843001916182,0.524853977895955,0.345279522665674
6,17,0.238095238095238,0.091214773667923,0.448617723273635,0.326596642770747
6,18,0.19047619047619,0.125841884543229,0.399685410883305,0.303109957829268
6,19,0.285714285714286,0.0956361316636973,0.665407616125247,0.374854888206846
6,20,0.238095238095238,0.0987020171711509,0.501569862575519,0.331240755397472
6,21,0.19047619047619,0.0792579353294294,0.381984227011449,0.235734479006935
6,22,0.285714285714286,0.0897495092941271,0.506560730401505,0.270045194706265
6,23,0.142857142857143,0.0829826979891871,0.419643454531127,0.28024949001094
6,24,0.238095238095238,0.108949159245346,0.442974508402391,0.289071861615326
6,25,0.238095238095238,0.100908167747428,0.448617723273635,0.212036323062648
6,26,0.142857142857143,0.0835672415863077,0.292462974058202,0.303826493076811
6,27,0.285714285714286,0.104605862300984,0.554002020748761,0.476760266212131
6,28,0.285714285714286,0.096460251234421,0.506560730401505,0.277263652799423
6,29,0.238095238095238,0.0993732353431044,0.448617723273635,0.3730817963126
6,30,0.19047619047619,0.0708117152512183,0.381984227011449,0.229338539762331
7,8,0.238095238095238,0.110177115138763,0.458326186336501,0.392021352319955
7,9,0.19047619047619,0.0877553985393593,0.447213595499958,0.246933470633962
7,10,0.142857142857143,0.0896436410403876,0.31523177057903,0.324621724776183
7,11,0.142857142857143,0.124334978330702,0.31523177057903,0.330003906513921
